Meadow,Site,Elevation,Species1,Species2,Schoener
a,6,981.9,Salvia pratensis,ZDensityDipteraTOTAL,0.509112852
i,3,711.5,Galium verum,ZDensityDipteraTOTAL,0.50914287
i,4,702.4,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.509161969
a,3,949.8,Sedum album,ZDensityDipteraTOTAL,0.509606858
n,3,1407.7,Veronica chamaedris,ZDensityDipteraTOTAL,0.509803922
n,4,1420,Urtica dioica,ZDensityDipteraTOTAL,0.509898477
a,3,949.8,Hieracium pilosella,ZDensityDipteraTOTAL,0.51036133
a,3,949.8,Echium vulgare,ZDensityDipteraTOTAL,0.510570396
a,1,1020.6,Asperula cynanchica,ZDensityDipteraTOTAL,0.510843252
i,5,684.5,Teurium montanum,ZDensityDipteraTOTAL,0.511246463
a,3,949.8,Teucrium chamaedris,ZDensityDipteraTOTAL,0.51142266
a,4,1002.8,Hypericum sp#,ZDensityDipteraTOTAL,0.511935144
a,1,1020.6,Campanula sp#,ZDensityDipteraTOTAL,0.512234556
n,1,1390.3,Trifolium pratense,ZDensityDipteraTOTAL,0.512783082
i,6,702.2,Anthericum ramosum,ZDensityDipteraTOTAL,0.512988263
a,6,981.9,Solidago virgaurea,ZDensityDipteraTOTAL,0.513398295
a,4,1002.8,Teucrium chamaedris,ZDensityDipteraTOTAL,0.513538312
a,3,949.8,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.513650081
a,4,1002.8,Sedum album,ZDensityDipteraTOTAL,0.513786996
i,5,684.5,Trifolium pratense,ZDensityDipteraTOTAL,0.514096958
a,3,949.8,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.514254198
u,2,1749.2,Trolleis europaeus,ZDensityDipteraTOTAL,0.514563107
i,5,684.5,Peucedanum sp#,ZDensityDipteraTOTAL,0.515059412
a,3,949.8,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.515232412
n,2,1405.5,Euphrasia sp,ZDensityDipteraTOTAL,0.515269783
n,2,1405.5,Campanula sp#,ZDensityDipteraTOTAL,0.515836478
a,4,1002.8,Daucus carota,ZDensityDipteraTOTAL,0.515845574
a,6,981.9,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.516129032
n,4,1420,Bellis perennis,ZDensityDipteraTOTAL,0.516129032
u,2,1749.2,Veronica chamaedris,ZDensityDipteraTOTAL,0.516129032
n,3,1407.7,Cerastium sp#,ZDensityDipteraTOTAL,0.516260748
a,3,949.8,Euphrasia sp,ZDensityDipteraTOTAL,0.516450175
n,1,1390.3,Plantago media,ZDensityDipteraTOTAL,0.516498548
i,5,684.5,Anthericum ramosum,ZDensityDipteraTOTAL,0.516811598
i,1,766.3,Carduus nutans,ZDensityDipteraTOTAL,0.516958717
a,5,1001,Crepis/Hieracium,ZDensityDipteraTOTAL,0.517042509
a,6,981.9,Cirsium acaule,ZDensityDipteraTOTAL,0.517437015
i,3,711.5,Cichorium intybus,ZDensityDipteraTOTAL,0.518549422
i,3,711.5,Vicia cracca,ZDensityDipteraTOTAL,0.519040264
n,1,1390.3,Echium vulgare,ZDensityDipteraTOTAL,0.519200066
a,4,1002.8,Veronica teucrium,ZDensityDipteraTOTAL,0.519230769
n,1,1390.3,Bellis perennis,ZDensityDipteraTOTAL,0.519230769
u,2,1749.2,Fragaria sp#,ZDensityDipteraTOTAL,0.519507572
n,4,1420,Ononis spinosa,ZDensityDipteraTOTAL,0.521139676
a,2,984.9,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.522427927
a,4,1002.8,Gentiana verna,ZDensityDipteraTOTAL,0.523809524
i,5,684.5,Polygala comosa,ZDensityDipteraTOTAL,0.523809524
n,4,1420,Galium verum,ZDensityDipteraTOTAL,0.523809524
o,4,1576.2,Veronica chamaedris,ZDensityDipteraTOTAL,0.523809524
i,3,711.5,Hieracium pilosella,ZDensityDipteraTOTAL,0.523809524
n,1,1390.3,Geranium sylvaticum,ZDensityDipteraTOTAL,0.523809524
n,3,1407.7,Phyteuma orbiculare,ZDensityDipteraTOTAL,0.523809524
n,4,1420,Hypericum sp#,ZDensityDipteraTOTAL,0.524365482
a,5,1001,Sedum sp# yellow,ZDensityDipteraTOTAL,0.524512897
i,6,702.2,Thesium sp#,ZDensityDipteraTOTAL,0.524944733
a,5,1001,Daucus carota,ZDensityDipteraTOTAL,0.525105532
a,5,1001,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.525803343
a,2,984.9,Plantago media,ZDensityDipteraTOTAL,0.526018872
o,3,1612.7,Hieracium pilosella,ZDensityDipteraTOTAL,0.526451725
i,4,702.4,Clinopodium vulgare,ZDensityDipteraTOTAL,0.526711452
i,6,702.2,Cirsium arvense,ZDensityDipteraTOTAL,0.526755256
n,4,1420,Centaurea sp#,ZDensityDipteraTOTAL,0.527057406
a,1,1020.6,Bellis perennis,ZDensityDipteraTOTAL,0.527447631
a,5,1001,Hieracium pilosella,ZDensityDipteraTOTAL,0.528301887
a,6,981.9,Potentilla sp#,ZDensityDipteraTOTAL,0.528301887
u,2,1749.2,Hieracium pilosella,ZDensityDipteraTOTAL,0.528301887
u,2,1749.2,Myosotes sp#,ZDensityDipteraTOTAL,0.528301887
a,4,1002.8,Medicago lupulina,ZDensityDipteraTOTAL,0.530487486
n,2,1405.5,Centaurea sp#,ZDensityDipteraTOTAL,0.530628435
i,6,702.2,Asperula cynanchica,ZDensityDipteraTOTAL,0.530962107
u,1,1745.8,Rumex sp#,ZDensityDipteraTOTAL,0.531440471
a,3,949.8,Rubus sp#,ZDensityDipteraTOTAL,0.531481971
n,2,1405.5,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.531615925
a,2,984.9,Echium vulgare,ZDensityDipteraTOTAL,0.532004044
i,5,684.5,Helianthemum nummularium,ZDensityDipteraTOTAL,0.532027275
i,4,702.4,Plantago media,ZDensityDipteraTOTAL,0.532336319
o,3,1612.7,Silene vulgaris,ZDensityDipteraTOTAL,0.532349043
n,1,1390.3,Medicago lupulina,ZDensityDipteraTOTAL,0.532574885
n,3,1407.7,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.53271028
u,1,1745.8,Campanula sp#,ZDensityDipteraTOTAL,0.533835107
a,4,1002.8,Hieracium pilosella,ZDensityDipteraTOTAL,0.533987099
n,1,1390.3,Clinopodium vulgare,ZDensityDipteraTOTAL,0.53399475
i,5,684.5,Cerastium sp#,ZDensityDipteraTOTAL,0.534106362
n,2,1405.5,Hypericum sp#,ZDensityDipteraTOTAL,0.534205467
a,3,949.8,Globularia nudicaulis,ZDensityDipteraTOTAL,0.534338358
a,6,981.9,Campanula sp#,ZDensityDipteraTOTAL,0.534684763
i,7,648.5,Pimpinella sp#,ZDensityDipteraTOTAL,0.534736842
n,1,1390.3,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.535295959
a,5,1001,Potentilla erecta,ZDensityDipteraTOTAL,0.535432867
a,4,1002.8,Silene vulgaris,ZDensityDipteraTOTAL,0.535565402
a,3,949.8,Thymus sp#,ZDensityDipteraTOTAL,0.535591491
a,4,1002.8,Geranium pusillum,ZDensityDipteraTOTAL,0.536100033
i,2,737.4,Daucus carota,ZDensityDipteraTOTAL,0.536195499
i,3,711.5,Achillea millefolium,ZDensityDipteraTOTAL,0.536196781
n,2,1405.5,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.536474437
o,4,1576.2,Trifolium repens,ZDensityDipteraTOTAL,0.536645857
a,3,949.8,Veronica spicata,ZDensityDipteraTOTAL,0.536962591
o,3,1612.7,Fragaria sp#,ZDensityDipteraTOTAL,0.537285762
n,2,1405.5,Carduus defloratus,ZDensityDipteraTOTAL,0.537575608
i,1,766.3,Silene vulgaris,ZDensityDipteraTOTAL,0.538160413
o,3,1612.7,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.538868829
i,7,648.5,Hieracium pilosella,ZDensityDipteraTOTAL,0.538916794
a,4,1002.8,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.539397154
i,3,711.5,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.539490519
i,2,737.4,Hieracium pilosella,ZDensityDipteraTOTAL,0.540583507
i,5,684.5,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.541392482
i,7,648.5,Thymus sp#,ZDensityDipteraTOTAL,0.54145749
o,3,1612.7,Phyteuma orbiculare,ZDensityDipteraTOTAL,0.541877614
i,7,648.5,Helianthemum nummularium,ZDensityDipteraTOTAL,0.543072546
u,2,1749.2,Hypericum sp#,ZDensityDipteraTOTAL,0.543307582
n,2,1405.5,Plantago lanceolata,ZDensityDipteraTOTAL,0.543368453
a,3,949.8,Pimpinella sp#,ZDensityDipteraTOTAL,0.543954673
i,2,737.4,Asperula cynanchica,ZDensityDipteraTOTAL,0.544346528
i,7,648.5,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.544380306
i,2,737.4,Hippocrepis comosa,ZDensityDipteraTOTAL,0.544472884
n,2,1405.5,Vicia sepium,ZDensityDipteraTOTAL,0.545036808
o,4,1576.2,Carum carvi,ZDensityDipteraTOTAL,0.545073245
i,1,766.3,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.545085995
a,3,949.8,Lotus maritimus,ZDensityDipteraTOTAL,0.545454545
i,6,702.2,Hieracium pilosella,ZDensityDipteraTOTAL,0.545454545
n,3,1407.7,Bellis perennis,ZDensityDipteraTOTAL,0.545454545
n,2,1405.5,Phyteuma orbiculare,ZDensityDipteraTOTAL,0.545454545
i,4,702.4,Galium verum,ZDensityDipteraTOTAL,0.545514324
i,3,711.5,Bellis perennis,ZDensityDipteraTOTAL,0.54621348
a,1,1020.6,Polygala comosa,ZDensityDipteraTOTAL,0.546321527
n,2,1405.5,Geranium sylvaticum,ZDensityDipteraTOTAL,0.546435661
n,5,1398.6,Salvia pratensis,ZDensityDipteraTOTAL,0.546440327
o,4,1576.2,Fragaria sp#,ZDensityDipteraTOTAL,0.546487498
a,5,1001,Carum carvi,ZDensityDipteraTOTAL,0.547113713
i,3,711.5,Euphrasia sp,ZDensityDipteraTOTAL,0.547442649
n,5,1398.6,Acinos alpinus,ZDensityDipteraTOTAL,0.547655729
a,4,1002.8,Vicia cracca,ZDensityDipteraTOTAL,0.547799079
u,2,1749.2,Achillea millefolium,ZDensityDipteraTOTAL,0.547920972
n,2,1405.5,Plantago media,ZDensityDipteraTOTAL,0.548152671
i,4,702.4,Medicago sativa,ZDensityDipteraTOTAL,0.548320602
a,1,1020.6,Geranium pusillum,ZDensityDipteraTOTAL,0.548396414
n,2,1405.5,Cirsium arvense,ZDensityDipteraTOTAL,0.548536148
a,4,1002.8,Trifolium pratense,ZDensityDipteraTOTAL,0.548707725
i,5,684.5,Campanula sp#,ZDensityDipteraTOTAL,0.548998142
u,1,1745.8,Helianthemum nummularium,ZDensityDipteraTOTAL,0.54911934
i,4,702.4,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.549828761
n,1,1390.3,Ranunculus sp#,ZDensityDipteraTOTAL,0.550176896
o,4,1576.2,Euphrasia sp,ZDensityDipteraTOTAL,0.55047592
a,6,981.9,Globularia nudicaulis,ZDensityDipteraTOTAL,0.550635114
n,1,1390.3,Helianthemum nummularium,ZDensityDipteraTOTAL,0.551704793
a,4,1002.8,Euphrasia sp,ZDensityDipteraTOTAL,0.552165187
u,1,1745.8,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.553216382
o,3,1612.7,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.553571429
i,1,766.3,Peucedanum sp#,ZDensityDipteraTOTAL,0.55397479
u,1,1745.8,Ranunculus sp#,ZDensityDipteraTOTAL,0.554030833
n,5,1398.6,Helianthemum nummularium,ZDensityDipteraTOTAL,0.554131846
n,5,1398.6,Teurium montanum,ZDensityDipteraTOTAL,0.554251211
n,1,1390.3,Hypericum sp#,ZDensityDipteraTOTAL,0.554565592
a,1,1020.6,Gentiana verna,ZDensityDipteraTOTAL,0.554756604
o,4,1576.2,Trifolium pratense,ZDensityDipteraTOTAL,0.554895895
a,2,984.9,Daucus carota,ZDensityDipteraTOTAL,0.554931767
a,5,1001,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.555551341
n,5,1398.6,Bellis perennis,ZDensityDipteraTOTAL,0.555555556
i,1,766.3,Campanula sp#,ZDensityDipteraTOTAL,0.555744398
n,1,1390.3,Silene vulgaris,ZDensityDipteraTOTAL,0.556274906
a,2,984.9,Lotus maritimus,ZDensityDipteraTOTAL,0.556284589
a,1,1020.6,Trifolium montana,ZDensityDipteraTOTAL,0.556365636
u,1,1745.8,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.556440471
u,2,1749.2,Bistorta vivipara,ZDensityDipteraTOTAL,0.556451613
n,3,1407.7,Plantago lanceolata,ZDensityDipteraTOTAL,0.556611762
i,4,702.4,Cichorium intybus,ZDensityDipteraTOTAL,0.557088398
n,1,1390.3,Campanula sp#,ZDensityDipteraTOTAL,0.557205427
n,1,1390.3,Alchemilla sp#,ZDensityDipteraTOTAL,0.557522124
n,1,1390.3,Polygala alpestris,ZDensityDipteraTOTAL,0.557522124
i,7,648.5,Medicago lupulina,ZDensityDipteraTOTAL,0.557894737
n,5,1398.6,Cirsium arvense,ZDensityDipteraTOTAL,0.558035934
n,5,1398.6,Ononis spinosa,ZDensityDipteraTOTAL,0.558219972
n,1,1390.3,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.558357189
i,6,702.2,Plantago media,ZDensityDipteraTOTAL,0.558477424
n,2,1405.5,Bellis perennis,ZDensityDipteraTOTAL,0.558823529
o,3,1612.7,Galium verum,ZDensityDipteraTOTAL,0.558823529
i,1,766.3,Asperula cynanchica,ZDensityDipteraTOTAL,0.558913917
n,5,1398.6,Galium verum,ZDensityDipteraTOTAL,0.558955538
n,3,1407.7,Medicago lupulina,ZDensityDipteraTOTAL,0.559514545
a,5,1001,Trifolium repens,ZDensityDipteraTOTAL,0.559655655
i,1,766.3,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.55972676
i,2,737.4,Thymus sp#,ZDensityDipteraTOTAL,0.560319811
n,3,1407.7,Campanula sp#,ZDensityDipteraTOTAL,0.56048046
n,5,1398.6,Hypericum sp#,ZDensityDipteraTOTAL,0.561091472
a,3,949.8,Lotus corniculatus,ZDensityDipteraTOTAL,0.562092722
n,5,1398.6,Carum carvi,ZDensityDipteraTOTAL,0.562822314
n,3,1407.7,Plantago media,ZDensityDipteraTOTAL,0.563511987
a,4,1002.8,Carum carvi,ZDensityDipteraTOTAL,0.56442923
n,4,1420,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.564568474
o,3,1612.7,Medicago lupulina,ZDensityDipteraTOTAL,0.564720943
a,6,981.9,Gentiana verna,ZDensityDipteraTOTAL,0.564910678
i,6,702.2,Silene vulgaris,ZDensityDipteraTOTAL,0.565156042
o,3,1612.7,Coeglossum viride,ZDensityDipteraTOTAL,0.565217391
i,2,737.4,Trifolium pratense,ZDensityDipteraTOTAL,0.565423378
a,5,1001,Polygala vulgaris,ZDensityDipteraTOTAL,0.565513219
u,1,1745.8,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.56553138
i,2,737.4,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.566238077
n,1,1390.3,Galium verum,ZDensityDipteraTOTAL,0.567217745
n,3,1407.7,Carum carvi,ZDensityDipteraTOTAL,0.567379529
o,3,1612.7,Trifolium montana,ZDensityDipteraTOTAL,0.567423218
a,6,981.9,Euphrasia sp,ZDensityDipteraTOTAL,0.567521905
i,1,766.3,Medicago lupulina,ZDensityDipteraTOTAL,0.567617068
i,1,766.3,Urtica dioica,ZDensityDipteraTOTAL,0.568009236
o,3,1612.7,Carduus defloratus,ZDensityDipteraTOTAL,0.568109135
u,1,1745.8,Silene vulgaris,ZDensityDipteraTOTAL,0.568205177
a,6,981.9,Hypericum sp#,ZDensityDipteraTOTAL,0.568776513
i,4,702.4,Centaurea sp#,ZDensityDipteraTOTAL,0.569482929
a,6,981.9,Lotus corniculatus,ZDensityDipteraTOTAL,0.569683846
i,7,648.5,Campanula glomerata,ZDensityDipteraTOTAL,0.56987434
i,1,766.3,Ranunculus sp#,ZDensityDipteraTOTAL,0.570010395
a,1,1020.6,Thymus sp#,ZDensityDipteraTOTAL,0.57002734
o,4,1576.2,Plantago media,ZDensityDipteraTOTAL,0.570074271
n,4,1420,Cirsium acaule,ZDensityDipteraTOTAL,0.570507412
i,5,684.5,Asperula cynanchica,ZDensityDipteraTOTAL,0.570523346
a,4,1002.8,Urtica dioica,ZDensityDipteraTOTAL,0.570527127
a,2,984.9,Helianthemum nummularium,ZDensityDipteraTOTAL,0.570712694
u,1,1745.8,Geranium sylvaticum,ZDensityDipteraTOTAL,0.571078431
a,2,984.9,Gentiana verna,ZDensityDipteraTOTAL,0.571466775
a,5,1001,Clinopodium vulgare,ZDensityDipteraTOTAL,0.571521143
n,3,1407.7,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.571877182
n,4,1420,Campanula sp#,ZDensityDipteraTOTAL,0.572593021
n,3,1407.7,Hippocrepis comosa,ZDensityDipteraTOTAL,0.572677363
n,3,1407.7,Teucrium chamaedris,ZDensityDipteraTOTAL,0.573205158
a,6,981.9,Helianthemum nummularium,ZDensityDipteraTOTAL,0.573658568
a,3,949.8,Peucedanum sp#,ZDensityDipteraTOTAL,0.573895117
i,4,702.4,Daucus carota,ZDensityDipteraTOTAL,0.574068539
a,2,984.9,Pimpinella sp#,ZDensityDipteraTOTAL,0.574282158
a,6,981.9,Achillea millefolium,ZDensityDipteraTOTAL,0.574675517
o,3,1612.7,Polygala alpestris,ZDensityDipteraTOTAL,0.574677373
a,6,981.9,Thymus sp#,ZDensityDipteraTOTAL,0.575116604
a,1,1020.6,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.576400744
i,4,702.4,Teucrium chamaedris,ZDensityDipteraTOTAL,0.576700789
a,4,1002.8,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.577256114
a,1,1020.6,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.578263063
a,3,949.8,Potentilla erecta,ZDensityDipteraTOTAL,0.578507924
a,6,981.9,Asperula cynanchica,ZDensityDipteraTOTAL,0.578696823
n,1,1390.3,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.57871586
n,1,1390.3,Acinos alpinus,ZDensityDipteraTOTAL,0.578782988
i,1,766.3,Salvia pratensis,ZDensityDipteraTOTAL,0.578823288
i,7,648.5,Cirsium acaule,ZDensityDipteraTOTAL,0.58
i,2,737.4,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.581435859
i,5,684.5,Salvia pratensis,ZDensityDipteraTOTAL,0.581571962
n,2,1405.5,Bistorta vivipara,ZDensityDipteraTOTAL,0.581786901
i,1,766.3,Galium verum,ZDensityDipteraTOTAL,0.581989109
n,5,1398.6,Euphrasia sp,ZDensityDipteraTOTAL,0.582029496
o,4,1576.2,Hieracium pilosella,ZDensityDipteraTOTAL,0.582379359
n,2,1405.5,Echium vulgare,ZDensityDipteraTOTAL,0.582494108
n,2,1405.5,Potentilla erecta,ZDensityDipteraTOTAL,0.582973852
o,3,1612.7,Bistorta vivipara,ZDensityDipteraTOTAL,0.583333333
o,4,1576.2,Potentilla sp#,ZDensityDipteraTOTAL,0.583333333
a,6,981.9,Polygala comosa,ZDensityDipteraTOTAL,0.583333333
n,3,1407.7,Geranium sylvaticum,ZDensityDipteraTOTAL,0.583333333
i,2,737.4,Euphrasia sp,ZDensityDipteraTOTAL,0.583512792
i,3,711.5,Ononis spinosa,ZDensityDipteraTOTAL,0.583515965
i,3,711.5,Prunella sp#,ZDensityDipteraTOTAL,0.583684959
a,3,949.8,Silene vulgaris,ZDensityDipteraTOTAL,0.584437338
n,1,1390.3,Prunella sp#,ZDensityDipteraTOTAL,0.584841155
i,4,702.4,Echium vulgare,ZDensityDipteraTOTAL,0.586167626
i,5,684.5,Silene vulgaris,ZDensityDipteraTOTAL,0.586249552
n,2,1405.5,Trifolium repens,ZDensityDipteraTOTAL,0.586356831
a,4,1002.8,Trifolium montana,ZDensityDipteraTOTAL,0.586446495
o,3,1612.7,Geranium sylvaticum,ZDensityDipteraTOTAL,0.58677686
a,1,1020.6,Hypericum sp#,ZDensityDipteraTOTAL,0.58692994
o,4,1576.2,Thymus sp#,ZDensityDipteraTOTAL,0.586931394
a,5,1001,Thymus sp#,ZDensityDipteraTOTAL,0.586939213
i,7,648.5,Dianthus sp#,ZDensityDipteraTOTAL,0.587023593
i,7,648.5,Teucrium chamaedris,ZDensityDipteraTOTAL,0.587397661
a,4,1002.8,Trifolium repens,ZDensityDipteraTOTAL,0.587481922
i,2,737.4,Knautia/ Scabiosa,ZDensityDipteraTOTAL,0.587535085
i,3,711.5,Daucus carota,ZDensityDipteraTOTAL,0.588381541
o,4,1576.2,Galium verum,ZDensityDipteraTOTAL,0.588477366
a,5,1001,Echium vulgare,ZDensityDipteraTOTAL,0.588971449
u,1,1745.8,Rhinanthus minor,ZDensityDipteraTOTAL,0.59065872
n,3,1407.7,Echium vulgare,ZDensityDipteraTOTAL,0.591161757
o,4,1576.2,Polygala alpestris,ZDensityDipteraTOTAL,0.591648788
n,1,1390.3,Bistorta vivipara,ZDensityDipteraTOTAL,0.591859763
i,1,766.3,Buphthalmum salicifolium,ZDensityDipteraTOTAL,0.592257028
i,1,766.3,Campanula glomerata,ZDensityDipteraTOTAL,0.592365529
i,4,702.4,Crepis/Hieracium,ZDensityDipteraTOTAL,0.592621028
i,7,648.5,Veronica spicata,ZDensityDipteraTOTAL,0.592631579
i,3,711.5,Ranunculus sp#,ZDensityDipteraTOTAL,0.593299077
i,2,737.4,Medicago sativa,ZDensityDipteraTOTAL,0.593665014
a,5,1001,Ononis spinosa,ZDensityDipteraTOTAL,0.5937662
o,3,1612.7,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.594352223
a,4,1002.8,Helianthemum nummularium,ZDensityDipteraTOTAL,0.59459407
a,5,1001,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.595714024
n,4,1420,Orchis ustulata,ZDensityDipteraTOTAL,0.596503102
a,5,1001,Veronica spicata,ZDensityDipteraTOTAL,0.596653419
u,1,1745.8,Trifolium pratense,ZDensityDipteraTOTAL,0.596738979
i,6,702.2,Thymus sp#,ZDensityDipteraTOTAL,0.597199884
i,3,711.5,Crepis/Hieracium/Leontodon,ZDensityDipteraTOTAL,0.597571914
i,2,737.4,Centaurea sp#,ZDensityDipteraTOTAL,0.597670773
o,3,1612.7,Alchemilla sp#,ZDensityDipteraTOTAL,0.598534041
a,1,1020.6,Trifolium repens,ZDensityDipteraTOTAL,0.598805843
i,5,684.5,Medicago lupulina,ZDensityDipteraTOTAL,0.598867964
i,1,766.3,Potentilla sp#,ZDensityDipteraTOTAL,0.598914599
a,1,1020.6,Salvia pratensis,ZDensityDipteraTOTAL,0.599306544
a,2,984.9,Campanula glomerata,ZDensityDipteraTOTAL,0.59945613
a,4,1002.8,Pimpinella sp#,ZDensityDipteraTOTAL,0.599493311
a,6,981.9,Teucrium chamaedris,ZDensityDipteraTOTAL,0.599771862
n,2,1405.5,Carum carvi,ZDensityDipteraTOTAL,0.599879794
o,4,1576.2,Silene vulgaris,ZDensityDipteraTOTAL,0.600313633
n,1,1390.3,Plantago lanceolata,ZDensityDipteraTOTAL,0.60048762
a,6,981.9,Stachys officinalis,ZDensityDipteraTOTAL,0.601225287
a,5,1001,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.601858628
i,4,702.4,Thymus sp#,ZDensityDipteraTOTAL,0.602577045
a,3,949.8,Hypericum sp#,ZDensityDipteraTOTAL,0.602821801
o,3,1612.7,Potentilla erecta,ZDensityDipteraTOTAL,0.602913123
n,3,1407.7,Trifolium pratense,ZDensityDipteraTOTAL,0.602923033
a,5,1001,Helianthemum nummularium,ZDensityDipteraTOTAL,0.60359625
u,2,1749.2,Carum carvi,ZDensityDipteraTOTAL,0.60368232
n,4,1420,Helianthemum nummularium,ZDensityDipteraTOTAL,0.604672647
a,5,1001,Medicago lupulina,ZDensityDipteraTOTAL,0.604945977
n,3,1407.7,Sedum album,ZDensityDipteraTOTAL,0.605706874
i,4,702.4,Ononis spinosa,ZDensityDipteraTOTAL,0.606408616
a,4,1002.8,Galium verum,ZDensityDipteraTOTAL,0.606457875
n,5,1398.6,Cirsium acaule,ZDensityDipteraTOTAL,0.607092152
o,4,1576.2,Helianthemum nummularium,ZDensityDipteraTOTAL,0.607536638
u,2,1749.2,Geranium sylvaticum,ZDensityDipteraTOTAL,0.607843137
o,4,1576.2,Aegopodium podagraria,ZDensityDipteraTOTAL,0.607848474
n,4,1420,Potentilla erecta,ZDensityDipteraTOTAL,0.608438404
o,4,1576.2,Campanula sp#,ZDensityDipteraTOTAL,0.608943739
u,2,1749.2,Trifolium repens,ZDensityDipteraTOTAL,0.609012876
a,1,1020.6,Acinos alpinus,ZDensityDipteraTOTAL,0.609155655
n,4,1420,Plantago lanceolata,ZDensityDipteraTOTAL,0.609850589
i,3,711.5,Pastinaca sativa,ZDensityDipteraTOTAL,0.610622841
n,4,1420,Trifolium pratense,ZDensityDipteraTOTAL,0.611284516
i,6,702.2,Trifolium montana,ZDensityDipteraTOTAL,0.612865797
i,3,711.5,Helianthemum nummularium,ZDensityDipteraTOTAL,0.612901885
a,1,1020.6,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.613167295
a,5,1001,Achillea millefolium,ZDensityDipteraTOTAL,0.613388118
o,4,1576.2,Achillea millefolium,ZDensityDipteraTOTAL,0.613607011
n,3,1407.7,Helianthemum nummularium,ZDensityDipteraTOTAL,0.613899614
a,4,1002.8,Potentilla erecta,ZDensityDipteraTOTAL,0.614508289
u,1,1745.8,Acinos alpinus,ZDensityDipteraTOTAL,0.615899931
a,1,1020.6,Prunella sp#,ZDensityDipteraTOTAL,0.61609929
i,1,766.3,Helianthemum nummularium,ZDensityDipteraTOTAL,0.617023046
o,4,1576.2,Medicago lupulina,ZDensityDipteraTOTAL,0.617810537
o,4,1576.2,Geranium sylvaticum,ZDensityDipteraTOTAL,0.61840038
a,6,981.9,Echium vulgare,ZDensityDipteraTOTAL,0.618856754
n,2,1405.5,Medicago lupulina,ZDensityDipteraTOTAL,0.619005486
u,1,1745.8,Bistorta vivipara,ZDensityDipteraTOTAL,0.619047619
n,5,1398.6,Carduus nutans,ZDensityDipteraTOTAL,0.619908284
n,3,1407.7,Acinos alpinus,ZDensityDipteraTOTAL,0.620222554
i,7,648.5,Lotus corniculatus,ZDensityDipteraTOTAL,0.621169591
i,1,766.3,Vincetoxicum hirundinaria,ZDensityDipteraTOTAL,0.621582313
u,2,1749.2,Cirsium acaule,ZDensityDipteraTOTAL,0.621713884
a,6,981.9,Peucedanum sp#,ZDensityDipteraTOTAL,0.622338318
a,4,1002.8,Prunella sp#,ZDensityDipteraTOTAL,0.62254356
i,3,711.5,Pimpinella sp#,ZDensityDipteraTOTAL,0.623051527
o,4,1576.2,Acinos alpinus,ZDensityDipteraTOTAL,0.62346697
i,4,702.4,Medicago lupulina,ZDensityDipteraTOTAL,0.623470792
u,2,1749.2,Plantago lanceolata,ZDensityDipteraTOTAL,0.625540246
a,3,949.8,Campanula sp#,ZDensityDipteraTOTAL,0.626433031
a,4,1002.8,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.626561853
n,5,1398.6,Silene vulgaris,ZDensityDipteraTOTAL,0.626564851
n,2,1405.5,Salvia pratensis,ZDensityDipteraTOTAL,0.626658696
i,1,766.3,Pimpinella sp#,ZDensityDipteraTOTAL,0.627236907
