Meadow,Site,Elevation,Species1,Species2,Schoener
a,3,949.8,Acinos alpinus,ZInsectDensity,0.367414003
i,5,684.5,Globularia nudicaulis,ZInsectDensity,0.370147675
a,6,981.9,Leucanthemum vulgare,ZInsectDensity,0.370331126
i,7,648.5,Carlina vulgaris,ZInsectDensity,0.372881356
i,6,702.2,Polygala vulgaris,ZInsectDensity,0.373019573
a,5,1001,Plantago media,ZInsectDensity,0.373157028
i,3,711.5,Campanula sp#,ZInsectDensity,0.373622849
u,1,1745.8,Vicia sepium,ZInsectDensity,0.374504871
a,1,1020.6,Teurium montanum,ZInsectDensity,0.374667136
n,2,1405.5,Campanula glomerata,ZInsectDensity,0.376237624
i,7,648.5,Sanguisorba minor,ZInsectDensity,0.377118644
i,1,766.3,Medicago lupulina,ZInsectDensity,0.377182088
n,4,1420,Geranium sp#,ZInsectDensity,0.377209369
i,6,702.2,Asperula cynanchica,ZInsectDensity,0.377284804
i,3,711.5,Cichorium intybus,ZInsectDensity,0.377695129
u,1,1745.8,Bellis perennis,ZInsectDensity,0.378717678
i,5,684.5,Galium sp#,ZInsectDensity,0.379003762
i,6,702.2,Arabis/Arabidopsis,ZInsectDensity,0.379500662
n,4,1420,Rubus sp#,ZInsectDensity,0.380348256
i,5,684.5,Anthyllis vulneraria,ZInsectDensity,0.38113582
o,3,1612.7,Cirsium arvense,ZInsectDensity,0.381242196
n,3,1407.7,Clinopodium vulgare,ZInsectDensity,0.38147139
a,1,1020.6,Carlina acaulis,ZInsectDensity,0.381556103
a,2,984.9,Medicago lupulina,ZInsectDensity,0.384770139
i,6,702.2,Cirsium acaule,ZInsectDensity,0.385418637
n,1,1390.3,Helianthemum nummularium,ZInsectDensity,0.387231579
u,2,1749.2,Lamium album,ZInsectDensity,0.387412054
a,5,1001,Medicago lupulina,ZInsectDensity,0.38877855
n,1,1390.3,Hieracium pilosella,ZInsectDensity,0.389162769
a,5,1001,Stachys officinalis,ZInsectDensity,0.389877242
i,7,648.5,Medicago minima,ZInsectDensity,0.390503094
a,6,981.9,Silene vulgaris,ZInsectDensity,0.390890361
o,4,1576.2,Helianthemum nummularium,ZInsectDensity,0.391680501
n,4,1420,Medicago lupulina,ZInsectDensity,0.393150139
o,3,1612.7,Galium sp#,ZInsectDensity,0.393692095
i,3,711.5,Sedum album,ZInsectDensity,0.395228216
i,2,737.4,Trifolium montana,ZInsectDensity,0.395802291
u,2,1749.2,Acinos alpinus,ZInsectDensity,0.39617635
a,3,949.8,Arenaria/Linum ym#,ZInsectDensity,0.397203931
i,1,766.3,Polygala comosa,ZInsectDensity,0.399735655
i,3,711.5,Arabis/Arabidopsis,ZInsectDensity,0.399825336
i,5,684.5,Hypericum sp#,ZInsectDensity,0.400235571
i,3,711.5,Medicago lupulina,ZInsectDensity,0.400468135
i,2,737.4,Cirsium acaule,ZInsectDensity,0.403619879
a,2,984.9,Plantago media,ZInsectDensity,0.406341178
i,1,766.3,Crepis/Hieracium/Leontodon,ZInsectDensity,0.40684182
n,1,1390.3,Arenaria/Linum ym#,ZInsectDensity,0.406891976
i,3,711.5,Carum carvi,ZInsectDensity,0.407809341
i,5,684.5,Trifolium montana,ZInsectDensity,0.408116947
a,6,981.9,Ranunculus sp#,ZInsectDensity,0.40877908
o,4,1576.2,Polygala alpestris,ZInsectDensity,0.409437511
a,5,1001,Carlina acaulis,ZInsectDensity,0.409632572
a,5,1001,Polygonum aviculare,ZInsectDensity,0.409632572
i,5,684.5,Bellis perennis,ZInsectDensity,0.410158399
o,3,1612.7,Cirsium acaule,ZInsectDensity,0.411490122
i,5,684.5,Cichorium intybus,ZInsectDensity,0.412240207
i,4,702.4,Cerastium sp#,ZInsectDensity,0.412408621
n,5,1398.6,Hieracium pilosella,ZInsectDensity,0.412541768
u,2,1749.2,Medicago lupulina,ZInsectDensity,0.415237614
i,7,648.5,Hippocrepis comosa,ZInsectDensity,0.415667631
n,5,1398.6,Galium sp#,ZInsectDensity,0.416840627
a,6,981.9,Allium carinatum,ZInsectDensity,0.416997792
i,5,684.5,Crepis/Hieracium,ZInsectDensity,0.418511895
n,3,1407.7,Hieracium pilosella,ZInsectDensity,0.420221557
a,1,1020.6,Carlina vulgaris,ZInsectDensity,0.421037402
i,5,684.5,Plantago media,ZInsectDensity,0.421747581
o,3,1612.7,Helianthemum nummularium,ZInsectDensity,0.421893411
n,5,1398.6,Globularia cardiflora,ZInsectDensity,0.421907354
i,2,737.4,Orchis ustulata,ZInsectDensity,0.421981516
i,6,702.2,Trifolium montana,ZInsectDensity,0.422011037
a,5,1001,Vincetoxicum hirundinaria,ZInsectDensity,0.422067268
i,2,737.4,Anthyllis vulneraria,ZInsectDensity,0.422335412
a,5,1001,Asperula cynanchica,ZInsectDensity,0.424080884
i,7,648.5,Thesium sp#,ZInsectDensity,0.425
a,5,1001,Veronica chamaedris,ZInsectDensity,0.425324101
i,5,684.5,Hieracium pilosella,ZInsectDensity,0.425478183
i,7,648.5,Stachys recta,ZInsectDensity,0.426694915
n,5,1398.6,Carum carvi,ZInsectDensity,0.426714526
n,4,1420,Aegopodium podagraria,ZInsectDensity,0.427001006
u,1,1745.8,Pimpinella sp#,ZInsectDensity,0.427531827
n,4,1420,Anthyllis vulneraria,ZInsectDensity,0.427635676
n,4,1420,Lamium album,ZInsectDensity,0.428482209
o,4,1576.2,Teucrium chamaedris,ZInsectDensity,0.428534792
i,1,766.3,Silene vulgaris,ZInsectDensity,0.428830585
a,5,1001,Arenaria/Linum ym#,ZInsectDensity,0.429912183
u,1,1745.8,Veronica officinalis,ZInsectDensity,0.430956484
o,3,1612.7,Thesium sp#,ZInsectDensity,0.431692291
i,1,766.3,Globularia nudicaulis,ZInsectDensity,0.431965482
a,5,1001,Geranium sp#,ZInsectDensity,0.431976167
a,6,981.9,Trifolium montana,ZInsectDensity,0.43250656
o,4,1576.2,Aegopodium podagraria,ZInsectDensity,0.432532846
i,4,702.4,Pimpinella sp#,ZInsectDensity,0.43287772
i,7,648.5,Lathyrus pratensis,ZInsectDensity,0.433050847
i,5,684.5,Potentilla erecta,ZInsectDensity,0.434522403
n,5,1398.6,Reseda lutea,ZInsectDensity,0.434641277
i,6,702.2,Salvia pratensis,ZInsectDensity,0.43496271
i,7,648.5,Trifolium pratense,ZInsectDensity,0.43559322
i,3,711.5,Daucus carota,ZInsectDensity,0.43606533
i,5,684.5,Buphthalmum salicifolium,ZInsectDensity,0.436704472
o,3,1612.7,Lathyrus pratensis,ZInsectDensity,0.437551744
a,2,984.9,Carlina vulgaris,ZInsectDensity,0.437632294
i,3,711.5,Bellis perennis,ZInsectDensity,0.437741187
n,3,1407.7,Galium sp#,ZInsectDensity,0.438075163
i,1,766.3,Salvia pratensis,ZInsectDensity,0.438137917
i,6,702.2,Trifolium pratense,ZInsectDensity,0.438330277
a,2,984.9,Arabis/Arabidopsis,ZInsectDensity,0.438406108
i,6,702.2,Lotus maritimus,ZInsectDensity,0.438891795
a,5,1001,Carum carvi,ZInsectDensity,0.44034893
o,4,1576.2,Viola sp#,ZInsectDensity,0.441329002
a,3,949.8,Trifolium montana,ZInsectDensity,0.442671618
a,6,981.9,Bellis perennis,ZInsectDensity,0.443156733
i,6,702.2,Silene vulgaris,ZInsectDensity,0.444532018
i,2,737.4,Arenaria/Linum ym#,ZInsectDensity,0.444540925
i,2,737.4,Globularia nudicaulis,ZInsectDensity,0.444607515
n,1,1390.3,Ononis spinosa,ZInsectDensity,0.44595109
i,6,702.2,Polygala comosa,ZInsectDensity,0.446218284
i,1,766.3,Atroba belladonna,ZInsectDensity,0.446560408
a,5,1001,Helianthemum nummularium,ZInsectDensity,0.446696566
o,3,1612.7,Hypericum sp#,ZInsectDensity,0.447744594
u,1,1745.8,Hypericum sp#,ZInsectDensity,0.447818654
i,6,702.2,Pulsatilla sp#,ZInsectDensity,0.448060985
o,3,1612.7,Achillea millefolium,ZInsectDensity,0.448134321
u,2,1749.2,Aegopodium podagraria,ZInsectDensity,0.449797248
a,2,984.9,Trifolium pratense,ZInsectDensity,0.45032484
n,3,1407.7,Silene nutans,ZInsectDensity,0.45043972
a,5,1001,Apiaceae sp#,ZInsectDensity,0.451340616
n,2,1405.5,Potentilla sp#,ZInsectDensity,0.452339352
i,5,684.5,Asperula cynanchica,ZInsectDensity,0.452351533
i,5,684.5,Lotus corniculatus,ZInsectDensity,0.4523594
a,3,949.8,Centaurea sp#,ZInsectDensity,0.45369968
i,1,766.3,Carduus nutans,ZInsectDensity,0.454564272
a,4,1002.8,Hypericum sp#,ZInsectDensity,0.455078504
i,2,737.4,Plantago media,ZInsectDensity,0.455683513
a,1,1020.6,Polygala comosa,ZInsectDensity,0.455955537
i,2,737.4,Plantago lanceolata,ZInsectDensity,0.455989264
a,5,1001,Galium sp#,ZInsectDensity,0.456085182
a,3,949.8,Lotus corniculatus,ZInsectDensity,0.457435922
i,3,711.5,Helianthemum nummularium,ZInsectDensity,0.457666805
a,1,1020.6,Potentilla sp#,ZInsectDensity,0.458275124
u,2,1749.2,Campanula sp#,ZInsectDensity,0.45850151
n,4,1420,Alchemilla sp#,ZInsectDensity,0.458578298
i,6,702.2,Euphrasia sp,ZInsectDensity,0.458865298
i,4,702.4,Crepis/Hieracium/Leontodon,ZInsectDensity,0.460967565
n,5,1398.6,Arabis/Arabidopsis,ZInsectDensity,0.461400894
n,4,1420,Acinos alpinus,ZInsectDensity,0.461410883
i,7,648.5,Salvia pratensis,ZInsectDensity,0.46206495
o,3,1612.7,Crepis/Hieracium,ZInsectDensity,0.462959988
i,4,702.4,Capsella bursa-pastoris,ZInsectDensity,0.463560842
i,4,702.4,Daucus carota,ZInsectDensity,0.463816965
i,4,702.4,Onobrychis vicifolia,ZInsectDensity,0.46501006
n,4,1420,Daucus carota,ZInsectDensity,0.465224889
a,2,984.9,Silene vulgaris,ZInsectDensity,0.465780518
a,2,984.9,Lotus maritimus,ZInsectDensity,0.466995283
n,3,1407.7,Tragopodon pratensis,ZInsectDensity,0.468324251
i,3,711.5,Arenaria/Linum ym#,ZInsectDensity,0.468428759
i,4,702.4,Ranunculus sp#,ZInsectDensity,0.468714531
a,2,984.9,Crepis/Hieracium/Leontodon,ZInsectDensity,0.468808155
i,5,684.5,Teurium montanum,ZInsectDensity,0.468965844
a,3,949.8,Trifolium pratense,ZInsectDensity,0.46901766
i,2,737.4,Anthericum ramosum,ZInsectDensity,0.470481951
i,2,737.4,Echium vulgare,ZInsectDensity,0.47157349
n,4,1420,Hieracium pilosella,ZInsectDensity,0.47157714
i,6,702.2,Thymus sp#,ZInsectDensity,0.471637054
n,2,1405.5,Vicia sepium,ZInsectDensity,0.471947195
a,1,1020.6,Plantago lanceolata,ZInsectDensity,0.472155109
a,3,949.8,Plantago media,ZInsectDensity,0.473293974
i,4,702.4,Taraxacum sp#,ZInsectDensity,0.473444267
n,5,1398.6,Carlina acaulis,ZInsectDensity,0.473983484
o,3,1612.7,Euphrasia sp,ZInsectDensity,0.47413044
o,4,1576.2,Fragaria sp#,ZInsectDensity,0.474517287
n,1,1390.3,Carum carvi,ZInsectDensity,0.474899301
a,5,1001,Thymus sp#,ZInsectDensity,0.474902952
n,4,1420,Carum carvi,ZInsectDensity,0.475299772
o,3,1612.7,Veronica officinalis,ZInsectDensity,0.475688907
i,4,702.4,Silene vulgaris,ZInsectDensity,0.475977003
a,1,1020.6,Plantago media,ZInsectDensity,0.476096373
n,1,1390.3,Cerastium sp#,ZInsectDensity,0.476207468
i,6,702.2,Aster amellus,ZInsectDensity,0.476697907
a,2,984.9,Centaurea sp#,ZInsectDensity,0.477226709
a,2,984.9,Gentiana verna,ZInsectDensity,0.477488393
a,5,1001,Cerastium sp#,ZInsectDensity,0.47851153
i,4,702.4,Helianthemum nummularium,ZInsectDensity,0.479413292
i,4,702.4,Trifolium montana,ZInsectDensity,0.480061156
n,5,1398.6,Medicago lupulina,ZInsectDensity,0.480257401
i,7,648.5,Plantago media,ZInsectDensity,0.48044935
a,5,1001,Carduus nutans,ZInsectDensity,0.481061143
a,4,1002.8,Trifolium montana,ZInsectDensity,0.481680379
i,2,737.4,Hieracium pilosella,ZInsectDensity,0.481815892
o,3,1612.7,Plantago media,ZInsectDensity,0.482444753
i,2,737.4,Daucus carota,ZInsectDensity,0.482550237
i,6,702.2,Lotus corniculatus,ZInsectDensity,0.482892656
a,5,1001,Silene vulgaris,ZInsectDensity,0.483261401
a,1,1020.6,Veronica spicata,ZInsectDensity,0.483304397
i,4,702.4,Clinopodium vulgare,ZInsectDensity,0.483385254
i,4,702.4,Echium vulgare,ZInsectDensity,0.483946002
i,3,711.5,Clinopodium vulgare,ZInsectDensity,0.484232459
n,5,1398.6,Sedum album,ZInsectDensity,0.484349962
i,4,702.4,Bellis perennis,ZInsectDensity,0.484454218
a,3,949.8,Lotus maritimus,ZInsectDensity,0.484756935
a,6,981.9,Trifolium pratense,ZInsectDensity,0.486101597
u,2,1749.2,Alchemilla sp#,ZInsectDensity,0.486779462
i,7,648.5,Euphrasia sp,ZInsectDensity,0.487546057
o,4,1576.2,Thymus sp#,ZInsectDensity,0.487879938
a,3,949.8,Echium vulgare,ZInsectDensity,0.489399481
a,6,981.9,Salvia pratensis,ZInsectDensity,0.48993256
i,5,684.5,Pimpinella sp#,ZInsectDensity,0.490230276
a,1,1020.6,Bellis perennis,ZInsectDensity,0.491309439
a,4,1002.8,Campanula sp#,ZInsectDensity,0.491465787
a,6,981.9,Centaurea sp#,ZInsectDensity,0.491491637
a,1,1020.6,Arenaria/Linum ym#,ZInsectDensity,0.491529387
a,4,1002.8,Arabis/Arabidopsis,ZInsectDensity,0.491628471
n,3,1407.7,Hippocrepis comosa,ZInsectDensity,0.492478818
i,4,702.4,Plantago media,ZInsectDensity,0.492601246
n,3,1407.7,Sedum album,ZInsectDensity,0.49430388
u,1,1745.8,Plantago lanceolata,ZInsectDensity,0.494681974
a,1,1020.6,Geranium pusillum,ZInsectDensity,0.494827795
o,3,1612.7,Silene vulgaris,ZInsectDensity,0.495140772
a,2,984.9,Peucedanum sp#,ZInsectDensity,0.495533986
a,5,1001,Lotus corniculatus,ZInsectDensity,0.496126127
a,6,981.9,Plantago media,ZInsectDensity,0.497226195
a,6,981.9,Potentilla sp#,ZInsectDensity,0.498188179
a,4,1002.8,Carum carvi,ZInsectDensity,0.499320778
i,6,702.2,Vicia cracca,ZInsectDensity,0.499781088
a,1,1020.6,Euphorbia cyparissias,ZInsectDensity,0.5
a,2,984.9,Thesium sp#,ZInsectDensity,0.5
a,3,949.8,Cerastium sp#,ZInsectDensity,0.5
a,3,949.8,Urtica dioica,ZInsectDensity,0.5
a,4,1002.8,Bellis perennis,ZInsectDensity,0.5
a,4,1002.8,Polygala vulgaris,ZInsectDensity,0.5
a,4,1002.8,Rhinanthus minor,ZInsectDensity,0.5
a,4,1002.8,Veronica chamaedris,ZInsectDensity,0.5
a,4,1002.8,Vincetoxicum hirundinaria,ZInsectDensity,0.5
a,5,1001,Anthyllis vulneraria,ZInsectDensity,0.5
a,5,1001,Euphorbia cyparissias,ZInsectDensity,0.5
a,5,1001,Lotus maritimus,ZInsectDensity,0.5
a,5,1001,Polygala alpestris,ZInsectDensity,0.5
i,1,766.3,Arabis/Arabidopsis,ZInsectDensity,0.5
i,1,766.3,Hieracium pilosella,ZInsectDensity,0.5
i,1,766.3,Ophrus apifera,ZInsectDensity,0.5
i,1,766.3,Saponaria ocymoides?,ZInsectDensity,0.5
i,2,737.4,Carum carvi,ZInsectDensity,0.5
i,2,737.4,Gentiana verna,ZInsectDensity,0.5
i,2,737.4,Platanthera chlorantha,ZInsectDensity,0.5
i,2,737.4,Polygala comosa,ZInsectDensity,0.5
i,3,711.5,Potentilla sp#,ZInsectDensity,0.5
i,3,711.5,Primula veris,ZInsectDensity,0.5
i,3,711.5,Veronica sp#,ZInsectDensity,0.5
i,4,702.4,Arabis/Arabidopsis,ZInsectDensity,0.5
i,4,702.4,Hieracium pilosella,ZInsectDensity,0.5
i,4,702.4,Sanguisorba minor,ZInsectDensity,0.5
i,4,702.4,Sisymbrium officinale,ZInsectDensity,0.5
i,4,702.4,Veronica sp#,ZInsectDensity,0.5
i,5,684.5,Lotus maritimus,ZInsectDensity,0.5
i,5,684.5,Medicago minima,ZInsectDensity,0.5
i,6,702.2,Anacamptis pyramidalis,ZInsectDensity,0.5
i,6,702.2,Ligustrum vulgare,ZInsectDensity,0.5
i,6,702.2,Viola sp#,ZInsectDensity,0.5
i,7,648.5,Geranium sp#,ZInsectDensity,0.5
i,7,648.5,Platanthera chlorantha,ZInsectDensity,0.5
i,7,648.5,Vincetoxicum hirundinaria,ZInsectDensity,0.5
n,1,1390.3,Ajuga pyramidalis,ZInsectDensity,0.5
n,1,1390.3,Ajuga reptans,ZInsectDensity,0.5
n,1,1390.3,Cephalanthera longifolia,ZInsectDensity,0.5
n,1,1390.3,Euphorbia cyparissias,ZInsectDensity,0.5
n,1,1390.3,Fragaria sp#,ZInsectDensity,0.5
n,1,1390.3,Galium sp#,ZInsectDensity,0.5
n,1,1390.3,Hippocrepis comosa,ZInsectDensity,0.5
n,1,1390.3,Maianthemum bifolium,ZInsectDensity,0.5
n,1,1390.3,Neottia ovata,ZInsectDensity,0.5
n,1,1390.3,Potentilla sp#,ZInsectDensity,0.5
n,1,1390.3,Veronica chamaedris,ZInsectDensity,0.5
n,2,1405.5,Ajuga reptans,ZInsectDensity,0.5
n,2,1405.5,Euphorbia cyparissias,ZInsectDensity,0.5
n,2,1405.5,Fragaria sp#,ZInsectDensity,0.5
n,2,1405.5,Hippocrepis comosa,ZInsectDensity,0.5
n,2,1405.5,Leucanthemum vulgare,ZInsectDensity,0.5
n,2,1405.5,Myosotes sp#,ZInsectDensity,0.5
n,2,1405.5,Neottia ovata,ZInsectDensity,0.5
n,3,1407.7,Ajuga reptans,ZInsectDensity,0.5
n,3,1407.7,Bistorta vivipara,ZInsectDensity,0.5
n,3,1407.7,Fragaria sp#,ZInsectDensity,0.5
n,3,1407.7,Myosotes sp#,ZInsectDensity,0.5
n,3,1407.7,Polygala alpestris,ZInsectDensity,0.5
n,3,1407.7,Rumex sp#,ZInsectDensity,0.5
n,3,1407.7,Trolleis europaeus,ZInsectDensity,0.5
n,3,1407.7,Urtica dioica,ZInsectDensity,0.5
n,4,1420,Ajuga reptans,ZInsectDensity,0.5
n,4,1420,Gymnadenia conopsea,ZInsectDensity,0.5
n,4,1420,Myosotes sp#,ZInsectDensity,0.5
n,4,1420,Phyteuma orbiculare,ZInsectDensity,0.5
n,4,1420,Polygala alpestris,ZInsectDensity,0.5
n,5,1398.6,Ajuga reptans,ZInsectDensity,0.5
n,5,1398.6,Fragaria sp#,ZInsectDensity,0.5
n,5,1398.6,Gentiana verna,ZInsectDensity,0.5
n,5,1398.6,Gymnadenia conopsea,ZInsectDensity,0.5
n,5,1398.6,Hippocrepis comosa,ZInsectDensity,0.5
n,5,1398.6,Neottia ovata,ZInsectDensity,0.5
n,5,1398.6,Phyteuma orbiculare,ZInsectDensity,0.5
n,5,1398.6,Polygala alpestris,ZInsectDensity,0.5
n,5,1398.6,Polygala comosa,ZInsectDensity,0.5
n,5,1398.6,Saponaria ocymoides?,ZInsectDensity,0.5
o,3,1612.7,Bellis perennis,ZInsectDensity,0.5
o,3,1612.7,Cephalanthera longifolia,ZInsectDensity,0.5
o,3,1612.7,Euphorbia cyparissias,ZInsectDensity,0.5
o,3,1612.7,Hippocrepis comosa,ZInsectDensity,0.5
o,3,1612.7,Neottia ovata,ZInsectDensity,0.5
o,3,1612.7,Orchis mascula,ZInsectDensity,0.5
o,3,1612.7,Trifolium badium,ZInsectDensity,0.5
o,3,1612.7,Trolleis europaeus,ZInsectDensity,0.5
o,3,1612.7,Vaccinium vitis-idaea,ZInsectDensity,0.5
o,3,1612.7,Veronica chamaedris,ZInsectDensity,0.5
o,4,1576.2,Ajuga reptans,ZInsectDensity,0.5
o,4,1576.2,Anthyllis vulneraria,ZInsectDensity,0.5
o,4,1576.2,Arnica montana,ZInsectDensity,0.5
o,4,1576.2,Aster bellidiastrum,ZInsectDensity,0.5
o,4,1576.2,Cephalanthera longifolia,ZInsectDensity,0.5
o,4,1576.2,Hippocrepis comosa,ZInsectDensity,0.5
o,4,1576.2,Ophrus insectifera,ZInsectDensity,0.5
o,4,1576.2,Orchis mascula,ZInsectDensity,0.5
o,4,1576.2,Phyteuma orbiculare,ZInsectDensity,0.5
o,4,1576.2,Sanguisorba minor,ZInsectDensity,0.5
o,4,1576.2,Tragopodon pratensis,ZInsectDensity,0.5
u,1,1745.8,Ajuga reptans,ZInsectDensity,0.5
u,1,1745.8,Anemone narcissiflora,ZInsectDensity,0.5
u,1,1745.8,Anthyllis vulneraria,ZInsectDensity,0.5
u,1,1745.8,Apiaceae sp#,ZInsectDensity,0.5
u,1,1745.8,Arabis/Arabidopsis,ZInsectDensity,0.5
u,1,1745.8,Aster bellidiastrum,ZInsectDensity,0.5
u,1,1745.8,Euphorbia cyparissias,ZInsectDensity,0.5
u,1,1745.8,Fragaria sp#,ZInsectDensity,0.5
u,1,1745.8,Galium verum,ZInsectDensity,0.5
u,1,1745.8,Globularia nudicaulis,ZInsectDensity,0.5
u,1,1745.8,Gymnadenia conopsea,ZInsectDensity,0.5
u,1,1745.8,Hippocrepis comosa,ZInsectDensity,0.5
u,1,1745.8,Lathyrus sp#,ZInsectDensity,0.5
u,1,1745.8,Myosotes sp#,ZInsectDensity,0.5
u,1,1745.8,Polygala comosa,ZInsectDensity,0.5
u,1,1745.8,Polygala vulgaris,ZInsectDensity,0.5
u,1,1745.8,Potentilla sp#,ZInsectDensity,0.5
u,1,1745.8,Silene dioica,ZInsectDensity,0.5
u,1,1745.8,Trolleis europaeus,ZInsectDensity,0.5
u,1,1745.8,Urtica dioica,ZInsectDensity,0.5
u,1,1745.8,Viola sp#,ZInsectDensity,0.5
u,2,1749.2,Ajuga reptans,ZInsectDensity,0.5
u,2,1749.2,Coeglossum viride,ZInsectDensity,0.5
u,2,1749.2,Euphorbia cyparissias,ZInsectDensity,0.5
u,2,1749.2,Galium verum,ZInsectDensity,0.5
u,2,1749.2,Gymnadenia conopsea,ZInsectDensity,0.5
u,2,1749.2,Hippocrepis comosa,ZInsectDensity,0.5
u,2,1749.2,Polygala vulgaris,ZInsectDensity,0.5
u,2,1749.2,Potentilla sp#,ZInsectDensity,0.5
u,2,1749.2,Taraxacum sp#,ZInsectDensity,0.5
u,2,1749.2,Fragaria sp#,ZInsectDensity,0.500103975
n,5,1398.6,Silene nutans,ZInsectDensity,0.500291428
i,1,766.3,Lotus maritimus,ZInsectDensity,0.500471062
u,2,1749.2,Anthyllis vulneraria,ZInsectDensity,0.500621891
i,5,684.5,Polygala comosa,ZInsectDensity,0.502787231
i,1,766.3,Trifolium montana,ZInsectDensity,0.504411688
n,2,1405.5,Veronica chamaedris,ZInsectDensity,0.504950495
n,5,1398.6,Veronica chamaedris,ZInsectDensity,0.504950495
i,6,702.2,Crepis/Hieracium/Leontodon,ZInsectDensity,0.50535519
a,3,949.8,Galium sp#,ZInsectDensity,0.505425735
o,4,1576.2,Potentilla sp#,ZInsectDensity,0.5064256
i,7,648.5,Acinos alpinus,ZInsectDensity,0.507760928
u,1,1745.8,Cerastium sp#,ZInsectDensity,0.5078125
i,5,684.5,Cirsium acaule,ZInsectDensity,0.507998024
i,3,711.5,Trifolium repens,ZInsectDensity,0.508571479
u,1,1745.8,Tragopodon pratensis,ZInsectDensity,0.5088324
o,4,1576.2,Campanula sp#,ZInsectDensity,0.508912117
n,3,1407.7,Veronica chamaedris,ZInsectDensity,0.509803922
a,5,1001,Acinos alpinus,ZInsectDensity,0.50982364
a,1,1020.6,Trifolium montana,ZInsectDensity,0.510017668
i,1,766.3,Trifolium pratense,ZInsectDensity,0.510210985
a,2,984.9,Echium vulgare,ZInsectDensity,0.510323833
o,3,1612.7,Plantago lanceolata,ZInsectDensity,0.510746216
i,7,648.5,Arenaria/Linum ym#,ZInsectDensity,0.511734029
o,3,1612.7,Hieracium pilosella,ZInsectDensity,0.512469165
o,4,1576.2,Medicago lupulina,ZInsectDensity,0.513326615
i,7,648.5,Crepis/Hieracium/Leontodon,ZInsectDensity,0.514189988
i,1,766.3,Hippocrepis comosa,ZInsectDensity,0.514489754
u,2,1749.2,Trolleis europaeus,ZInsectDensity,0.514563107
a,2,984.9,Lotus corniculatus,ZInsectDensity,0.515220803
i,5,684.5,Arenaria/Linum ym#,ZInsectDensity,0.515553667
i,5,684.5,Thymus sp#,ZInsectDensity,0.516094914
a,6,981.9,Arabis/Arabidopsis,ZInsectDensity,0.516129032
n,4,1420,Bellis perennis,ZInsectDensity,0.516129032
u,2,1749.2,Veronica chamaedris,ZInsectDensity,0.516129032
a,6,981.9,Solidago virgaurea,ZInsectDensity,0.516556291
a,4,1002.8,Vicia cracca,ZInsectDensity,0.516698402
a,4,1002.8,Teucrium chamaedris,ZInsectDensity,0.517106957
i,5,684.5,Stachys officinalis,ZInsectDensity,0.517727051
a,4,1002.8,Veronica teucrium,ZInsectDensity,0.519230769
n,1,1390.3,Bellis perennis,ZInsectDensity,0.519230769
a,4,1002.8,Plantago lanceolata,ZInsectDensity,0.519389005
i,3,711.5,Lotus corniculatus,ZInsectDensity,0.519601749
a,5,1001,Hieracium pilosella,ZInsectDensity,0.520357498
i,3,711.5,Thymus sp#,ZInsectDensity,0.520489273
u,1,1745.8,Hieracium pilosella,ZInsectDensity,0.521615825
i,2,737.4,Crepis/Hieracium/Leontodon,ZInsectDensity,0.522096485
a,4,1002.8,Carduus nutans,ZInsectDensity,0.522425794
a,6,981.9,Polygala comosa,ZInsectDensity,0.523156733
a,3,949.8,Hieracium pilosella,ZInsectDensity,0.523809524
a,4,1002.8,Gentiana verna,ZInsectDensity,0.523809524
i,3,711.5,Hieracium pilosella,ZInsectDensity,0.523809524
n,1,1390.3,Geranium sylvaticum,ZInsectDensity,0.523809524
n,3,1407.7,Phyteuma orbiculare,ZInsectDensity,0.523809524
n,4,1420,Galium verum,ZInsectDensity,0.523809524
o,4,1576.2,Veronica chamaedris,ZInsectDensity,0.523809524
a,6,981.9,Globularia nudicaulis,ZInsectDensity,0.524124882
u,2,1749.2,Hypericum sp#,ZInsectDensity,0.524714061
a,5,1001,Cirsium acaule,ZInsectDensity,0.525669153
a,4,1002.8,Urtica dioica,ZInsectDensity,0.526237454
a,6,981.9,Gentiana verna,ZInsectDensity,0.526490066
i,3,711.5,Trifolium pratense,ZInsectDensity,0.52698772
n,3,1407.7,Arenaria/Linum ym#,ZInsectDensity,0.527128448
i,4,702.4,Centaurea sp#,ZInsectDensity,0.527302112
o,4,1576.2,Acinos alpinus,ZInsectDensity,0.527619329
i,5,684.5,Campanula sp#,ZInsectDensity,0.527667233
o,3,1612.7,Phyteuma orbiculare,ZInsectDensity,0.527895053
i,2,737.4,Centaurea sp#,ZInsectDensity,0.528123618
u,2,1749.2,Hieracium pilosella,ZInsectDensity,0.528301887
u,2,1749.2,Myosotes sp#,ZInsectDensity,0.528301887
i,7,648.5,Lotus corniculatus,ZInsectDensity,0.528625235
a,4,1002.8,Sedum album,ZInsectDensity,0.528705138
i,5,684.5,Trifolium repens,ZInsectDensity,0.528737597
o,4,1576.2,Plantago media,ZInsectDensity,0.528895201
n,3,1407.7,Euphrasia sp,ZInsectDensity,0.529930616
a,2,984.9,Agrimonia eupatoria,ZInsectDensity,0.530924319
n,2,1405.5,Arabis/Arabidopsis,ZInsectDensity,0.531615925
a,6,981.9,Agrimonia eupatoria,ZInsectDensity,0.53192053
i,3,711.5,Crepis/Hieracium,ZInsectDensity,0.531927961
n,3,1407.7,Carum carvi,ZInsectDensity,0.531939499
