"","Meadow","Site","Species1","Species2","Schoener","MeadowSite","Elevation"
"551","i","5","MinOfGeraniumsylvaticum","DipteraSyrphidaeDensity",NA,"i5",684.5
"552","i","5","MinOfGeraniumpusillum","DipteraSyrphidaeDensity",0.0930954227377966,"i5",684.5
"553","i","5","MinOfGeraniumsanguineum.","DipteraSyrphidaeDensity",NA,"i5",684.5
"554","i","5","MinOfGeraniumsp","DipteraSyrphidaeDensity",0.289177656293681,"i5",684.5
"555","i","5","MinOfGlobularianudicaulis","DipteraSyrphidaeDensity",0.304339102439857,"i5",684.5
"556","i","5","MinOfGlobulariacardiflora","DipteraSyrphidaeDensity",NA,"i5",684.5
"557","i","5","MinOfGymnadeniaconopsea","DipteraSyrphidaeDensity",NA,"i5",684.5
"558","i","5","MinOfHelianthemumnummularium","DipteraSyrphidaeDensity",0.57314465900732,"i5",684.5
"559","i","5","MinOfHieraciumpilosella","DipteraSyrphidaeDensity",0.272035936120886,"i5",684.5
"560","i","5","MinOfHippocrepiscomosa","DipteraSyrphidaeDensity",0.120931692838349,"i5",684.5
"561","i","5","MinOfHypericumsp","DipteraSyrphidaeDensity",0.344259116251897,"i5",684.5
"562","i","5","MinOfKnautia.Scabiosa","DipteraSyrphidaeDensity",0.676336399486135,"i5",684.5
"563","i","5","MinOfLamiumalbum","DipteraSyrphidaeDensity",NA,"i5",684.5
"564","i","5","MinOfLathyruspratensis","DipteraSyrphidaeDensity",NA,"i5",684.5
"565","i","5","MinOfLathyrussp","DipteraSyrphidaeDensity",NA,"i5",684.5
"566","i","5","MinOfLeucanthemumvulgare","DipteraSyrphidaeDensity",0.0930954227377966,"i5",684.5
"567","i","5","MinOfLigustrumvulgare","DipteraSyrphidaeDensity",NA,"i5",684.5
"568","i","5","MinOfLotuscorniculatus","DipteraSyrphidaeDensity",0.462168946913046,"i5",684.5
"569","i","5","MinOfLotusmaritimus","DipteraSyrphidaeDensity",NA,"i5",684.5
"570","i","5","MinOfMaianthemumbifolium","DipteraSyrphidaeDensity",NA,"i5",684.5
"571","i","5","MinOfMalvaneglecta","DipteraSyrphidaeDensity",NA,"i5",684.5
"572","i","5","MinOfMedicagolupulina","DipteraSyrphidaeDensity",0.707210047013342,"i5",684.5
"573","i","5","MinOfMedicagominima","DipteraSyrphidaeDensity",NA,"i5",684.5
"574","i","5","MinOfMedicagosativa","DipteraSyrphidaeDensity",0.414181874148921,"i5",684.5
"575","i","5","MinOfMelampyrumsylvaticum","DipteraSyrphidaeDensity",NA,"i5",684.5
"576","i","5","MinOfMycelismuralis","DipteraSyrphidaeDensity",NA,"i5",684.5
"577","i","5","MinOfMyosotessp","DipteraSyrphidaeDensity",NA,"i5",684.5
"578","i","5","MinOfNeottiaovata","DipteraSyrphidaeDensity",NA,"i5",684.5
"579","i","5","MinOfOdontitesluteus","DipteraSyrphidaeDensity",NA,"i5",684.5
"580","i","5","MinOfOnobrychisvicifolia","DipteraSyrphidaeDensity",0.1018231186619,"i5",684.5
"581","i","5","MinOfOnonisspinosa","DipteraSyrphidaeDensity",0.430122321470984,"i5",684.5
"582","i","5","MinOfOphrusapifera","DipteraSyrphidaeDensity",NA,"i5",684.5
"583","i","5","MinOfOphrusinsectifera","DipteraSyrphidaeDensity",NA,"i5",684.5
"584","i","5","MinOfOrchismascula","DipteraSyrphidaeDensity",NA,"i5",684.5
"585","i","5","MinOfOrchisustulata","DipteraSyrphidaeDensity",0.215865011074379,"i5",684.5
"586","i","5","MinOfOriganumvulgare","DipteraSyrphidaeDensity",NA,"i5",684.5
"587","i","5","MinOfParnassiapalustris","DipteraSyrphidaeDensity",NA,"i5",684.5
"588","i","5","MinOfPastinacasativa","DipteraSyrphidaeDensity",NA,"i5",684.5
"589","i","5","MinOfPeucedanumsp","DipteraSyrphidaeDensity",0.574515380639934,"i5",684.5
"590","i","5","MinOfPhyteumaorbiculare","DipteraSyrphidaeDensity",NA,"i5",684.5
"591","i","5","MinOfPimpinellasp","DipteraSyrphidaeDensity",0.459186663068876,"i5",684.5
"592","i","5","MinOfPlantagolanceolata","DipteraSyrphidaeDensity",0.43721111403887,"i5",684.5
"593","i","5","MinOfPlantagomajor","DipteraSyrphidaeDensity",NA,"i5",684.5
"594","i","5","MinOfPlantagomedia","DipteraSyrphidaeDensity",0.417745918788156,"i5",684.5
"595","i","5","MinOfPlantherabifolia","DipteraSyrphidaeDensity",NA,"i5",684.5
"596","i","5","MinOfPlatantherachlorantha","DipteraSyrphidaeDensity",NA,"i5",684.5
"597","i","5","MinOfPolygalaalpestris","DipteraSyrphidaeDensity",NA,"i5",684.5
"598","i","5","MinOfPolygalacomosa","DipteraSyrphidaeDensity",0.0733126452193018,"i5",684.5
"599","i","5","MinOfPolygalavulgaris","DipteraSyrphidaeDensity",0.0407292471931773,"i5",684.5
"600","i","5","MinOfPolygonumaviculare","DipteraSyrphidaeDensity",NA,"i5",684.5
"601","i","5","MinOfPotentillaerecta","DipteraSyrphidaeDensity",0.270818427064088,"i5",684.5
"602","i","5","MinOfPotentillasp","DipteraSyrphidaeDensity",0.149442166280948,"i5",684.5
"603","i","5","MinOfPrimulaveris","DipteraSyrphidaeDensity",NA,"i5",684.5
"604","i","5","MinOfPrunellasp","DipteraSyrphidaeDensity",0.565858643681986,"i5",684.5
"605","i","5","MinOfPulsatillasp","DipteraSyrphidaeDensity",NA,"i5",684.5
"606","i","5","MinOfRanunculussp","DipteraSyrphidaeDensity",0.440748642809299,"i5",684.5
"607","i","5","MinOfRhinanthusminor","DipteraSyrphidaeDensity",NA,"i5",684.5
"608","i","5","MinOfResedalutea","DipteraSyrphidaeDensity",NA,"i5",684.5
"609","i","5","MinOfRosasp","DipteraSyrphidaeDensity",0.0733126452193018,"i5",684.5
"610","i","5","MinOfRubussp","DipteraSyrphidaeDensity",NA,"i5",684.5
"611","i","5","MinOfRumexsp","DipteraSyrphidaeDensity",0.114041892412479,"i5",684.5
"612","i","5","MinOfSalviapratensis","DipteraSyrphidaeDensity",0.432638920494538,"i5",684.5
"613","i","5","MinOfSambucussp","DipteraSyrphidaeDensity",NA,"i5",684.5
"614","i","5","MinOfSanguisorbaminor","DipteraSyrphidaeDensity",NA,"i5",684.5
"615","i","5","MinOfSaponariaocymoides.","DipteraSyrphidaeDensity",NA,"i5",684.5
"616","i","5","MinOfSedumspyellow","DipteraSyrphidaeDensity",0.326590134056485,"i5",684.5
"617","i","5","MinOfSedumalbum","DipteraSyrphidaeDensity",0.26338246726468,"i5",684.5
"618","i","5","MinOfSeneciosp","DipteraSyrphidaeDensity",NA,"i5",684.5
"619","i","5","MinOfSilenedioica","DipteraSyrphidaeDensity",NA,"i5",684.5
"620","i","5","MinOfSilenenutans","DipteraSyrphidaeDensity",NA,"i5",684.5
"621","i","5","MinOfSilenevulgaris","DipteraSyrphidaeDensity",0.332592349431131,"i5",684.5
"622","i","5","MinOfSisymbriumofficinale","DipteraSyrphidaeDensity",NA,"i5",684.5
"623","i","5","MinOfSolanumdulgamara","DipteraSyrphidaeDensity",NA,"i5",684.5
"624","i","5","MinOfSolidagovirgaurea","DipteraSyrphidaeDensity",NA,"i5",684.5
"625","i","5","MinOfSpiranthesspiralis","DipteraSyrphidaeDensity",0.0407292471931773,"i5",684.5
"626","i","5","MinOfStachysofficinalis","DipteraSyrphidaeDensity",0.474133255990132,"i5",684.5
"627","i","5","MinOfStachysrecta","DipteraSyrphidaeDensity",NA,"i5",684.5
"628","i","5","MinOfTaraxacumsp","DipteraSyrphidaeDensity",0.1018231186619,"i5",684.5
"629","i","5","MinOfTeucriumchamaedris","DipteraSyrphidaeDensity",0.549096752978966,"i5",684.5
"630","i","5","MinOfTeuriummontanum","DipteraSyrphidaeDensity",0.497824930647049,"i5",684.5
"631","i","5","MinOfThesiumsp","DipteraSyrphidaeDensity",NA,"i5",684.5
"632","i","5","MinOfThymussp","DipteraSyrphidaeDensity",0.540064280052797,"i5",684.5
"633","i","5","MinOfTragopodonpratensis","DipteraSyrphidaeDensity",NA,"i5",684.5
"634","i","5","MinOfTrifoliumcampestre","DipteraSyrphidaeDensity",0.231688951236009,"i5",684.5
"635","i","5","MinOfTrifoliumbadium","DipteraSyrphidaeDensity",NA,"i5",684.5
"636","i","5","MinOfTrifoliummontana","DipteraSyrphidaeDensity",0.422891499952156,"i5",684.5
"637","i","5","MinOfTrifoliumpratense","DipteraSyrphidaeDensity",0.488116228104745,"i5",684.5
"638","i","5","MinOfTrifoliumrepens","DipteraSyrphidaeDensity",0.376200476664437,"i5",684.5
"639","i","5","MinOfTrolleiseuropaeus","DipteraSyrphidaeDensity",NA,"i5",684.5
"640","i","5","MinOfUrticadioica","DipteraSyrphidaeDensity",NA,"i5",684.5
"641","i","5","MinOfVacciniumvitis.idaea","DipteraSyrphidaeDensity",NA,"i5",684.5
"642","i","5","MinOfValeriana","DipteraSyrphidaeDensity",NA,"i5",684.5
"643","i","5","MinOfVerbenaofficinalis","DipteraSyrphidaeDensity",0.215865011074379,"i5",684.5
"644","i","5","MinOfVeronicachamaedris","DipteraSyrphidaeDensity",NA,"i5",684.5
"645","i","5","MinOfVeronicaofficinalis","DipteraSyrphidaeDensity",NA,"i5",684.5
"646","i","5","MinOfVeronicaspicata","DipteraSyrphidaeDensity",0.589780006295118,"i5",684.5
"647","i","5","MinOfVeronicateucrium","DipteraSyrphidaeDensity",NA,"i5",684.5
"648","i","5","MinOfVeronicasp","DipteraSyrphidaeDensity",NA,"i5",684.5
"649","i","5","MinOfViciacracca","DipteraSyrphidaeDensity",NA,"i5",684.5
"650","i","5","MinOfViciasepium","DipteraSyrphidaeDensity",NA,"i5",684.5
"651","i","5","MinOfVincetoxicumhirundinaria","DipteraSyrphidaeDensity",NA,"i5",684.5
"652","i","5","MinOfViolasp","DipteraSyrphidaeDensity",NA,"i5",684.5
"653","i","6","MinOfAchilleamillefolium","DipteraSyrphidaeDensity",0.611228302684829,"i6",702.2
"654","i","6","MinOfAcinosalpinus","DipteraSyrphidaeDensity",0.398686112854298,"i6",702.2
"655","i","6","MinOfAconitumnapellus","DipteraSyrphidaeDensity",NA,"i6",702.2
"656","i","6","MinOfAconitumanthora","DipteraSyrphidaeDensity",NA,"i6",702.2
"657","i","6","MinOfAegopodiumpodagraria","DipteraSyrphidaeDensity",NA,"i6",702.2
"658","i","6","MinOfAgrimoniaeupatoria","DipteraSyrphidaeDensity",0.799442059826884,"i6",702.2
"659","i","6","MinOfAjugareptans","DipteraSyrphidaeDensity",NA,"i6",702.2
"660","i","6","MinOfAjugapyramidalis","DipteraSyrphidaeDensity",NA,"i6",702.2
"661","i","6","MinOfAlchemillasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"662","i","6","MinOfAlliumcarinatum","DipteraSyrphidaeDensity",0.284775795438466,"i6",702.2
"663","i","6","MinOfAnacamptispyramidalis","DipteraSyrphidaeDensity",NA,"i6",702.2
"664","i","6","MinOfAnemonenarcissiflora","DipteraSyrphidaeDensity",NA,"i6",702.2
"665","i","6","MinOfAnthericumramosum","DipteraSyrphidaeDensity",0.473313374203807,"i6",702.2
"666","i","6","MinOfAnthyllisvulneraria","DipteraSyrphidaeDensity",0.243500110569591,"i6",702.2
"667","i","6","MinOfApiaceaesp","DipteraSyrphidaeDensity",NA,"i6",702.2
"668","i","6","MinOfArabis.Arabidopsis","DipteraSyrphidaeDensity",0.170865478022634,"i6",702.2
"669","i","6","MinOfArenaria.Linumym","DipteraSyrphidaeDensity",NA,"i6",702.2
"670","i","6","MinOfArnicamontana","DipteraSyrphidaeDensity",NA,"i6",702.2
"671","i","6","MinOfAsperulacynanchica","DipteraSyrphidaeDensity",0.317435445630943,"i6",702.2
"672","i","6","MinOfAsteramellus","DipteraSyrphidaeDensity",0.503260321080147,"i6",702.2
"673","i","6","MinOfAsterbellidiastrum","DipteraSyrphidaeDensity",NA,"i6",702.2
"674","i","6","MinOfAtrobabelladonna","DipteraSyrphidaeDensity",NA,"i6",702.2
"675","i","6","MinOfBellisperennis","DipteraSyrphidaeDensity",NA,"i6",702.2
"676","i","6","MinOfBistortavivipara","DipteraSyrphidaeDensity",NA,"i6",702.2
"677","i","6","MinOfBuphthalmumsalicifolium","DipteraSyrphidaeDensity",0.507462660719933,"i6",702.2
"678","i","6","MinOfCarumcarvi","DipteraSyrphidaeDensity",NA,"i6",702.2
"679","i","6","MinOfClinopodiumvulgare","DipteraSyrphidaeDensity",0.618425442620854,"i6",702.2
"680","i","6","MinOfCampanulaglomerata","DipteraSyrphidaeDensity",0.509729905515988,"i6",702.2
"681","i","6","MinOfCampanulasp","DipteraSyrphidaeDensity",0.609510607270374,"i6",702.2
"682","i","6","MinOfCapsellabursa.pastoris","DipteraSyrphidaeDensity",NA,"i6",702.2
"683","i","6","MinOfCarduusdefloratus","DipteraSyrphidaeDensity",NA,"i6",702.2
"684","i","6","MinOfCarduusnutans","DipteraSyrphidaeDensity",NA,"i6",702.2
"685","i","6","MinOfCarlinaacaulis","DipteraSyrphidaeDensity",0.455641273461099,"i6",702.2
"686","i","6","MinOfCarlinavulgaris","DipteraSyrphidaeDensity",0.399668978799782,"i6",702.2
"687","i","6","MinOfCentaureasp","DipteraSyrphidaeDensity",0.445401500081685,"i6",702.2
"688","i","6","MinOfCentauriumsp","DipteraSyrphidaeDensity",NA,"i6",702.2
"689","i","6","MinOfCephalantheralongifolia","DipteraSyrphidaeDensity",NA,"i6",702.2
"690","i","6","MinOfCerastiumsp","DipteraSyrphidaeDensity",0.0650916113082506,"i6",702.2
"691","i","6","MinOfChenopodiumsp","DipteraSyrphidaeDensity",NA,"i6",702.2
"692","i","6","MinOfCichoriumintybus","DipteraSyrphidaeDensity",NA,"i6",702.2
"693","i","6","MinOfCirsiumarvense","DipteraSyrphidaeDensity",0.484728506424308,"i6",702.2
"694","i","6","MinOfCirsiumacaule","DipteraSyrphidaeDensity",0.349867406746716,"i6",702.2
"695","i","6","MinOfCoeglossumviride","DipteraSyrphidaeDensity",NA,"i6",702.2
"696","i","6","MinOfConyzasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"697","i","6","MinOfConvolvulusarvensis","DipteraSyrphidaeDensity",NA,"i6",702.2
"698","i","6","MinOfCrepissp","DipteraSyrphidaeDensity",NA,"i6",702.2
"699","i","6","MinOfCrepissp2","DipteraSyrphidaeDensity",NA,"i6",702.2
"700","i","6","MinOfCrepis.Hieracium","DipteraSyrphidaeDensity",NA,"i6",702.2
"701","i","6","MinOfCrepis.Hieracium.Leontodon","DipteraSyrphidaeDensity",0.349040846586542,"i6",702.2
"702","i","6","MinOfCuscutaeuropaeae","DipteraSyrphidaeDensity",NA,"i6",702.2
"703","i","6","MinOfDaucuscarota","DipteraSyrphidaeDensity",0.45878932932234,"i6",702.2
"704","i","6","MinOfDianthussp","DipteraSyrphidaeDensity",0.523791433997961,"i6",702.2
"705","i","6","MinOfEchiumvulgare","DipteraSyrphidaeDensity",0.565432196839122,"i6",702.2
"706","i","6","MinOfEpilobiumsp","DipteraSyrphidaeDensity",NA,"i6",702.2
"707","i","6","MinOfEuphrasiasp","DipteraSyrphidaeDensity",0.434669159004229,"i6",702.2
"708","i","6","MinOfEuphorbiacyparissias","DipteraSyrphidaeDensity",0.179001928724083,"i6",702.2
"709","i","6","MinOfFragariasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"710","i","6","MinOfGaliumverum","DipteraSyrphidaeDensity",0.55129525799627,"i6",702.2
"711","i","6","MinOfGaliumsp","DipteraSyrphidaeDensity",0.0911282546922199,"i6",702.2
"712","i","6","MinOfGentianasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"713","i","6","MinOfGentianaverna","DipteraSyrphidaeDensity",NA,"i6",702.2
"714","i","6","MinOfGeraniumsylvaticum","DipteraSyrphidaeDensity",NA,"i6",702.2
"715","i","6","MinOfGeraniumpusillum","DipteraSyrphidaeDensity",NA,"i6",702.2
"716","i","6","MinOfGeraniumsanguineum.","DipteraSyrphidaeDensity",0.00843780185269427,"i6",702.2
"717","i","6","MinOfGeraniumsp","DipteraSyrphidaeDensity",0.170865478022634,"i6",702.2
"718","i","6","MinOfGlobularianudicaulis","DipteraSyrphidaeDensity",0.151020188068694,"i6",702.2
"719","i","6","MinOfGlobulariacardiflora","DipteraSyrphidaeDensity",NA,"i6",702.2
"720","i","6","MinOfGymnadeniaconopsea","DipteraSyrphidaeDensity",NA,"i6",702.2
"721","i","6","MinOfHelianthemumnummularium","DipteraSyrphidaeDensity",0.608733290956794,"i6",702.2
"722","i","6","MinOfHieraciumpilosella","DipteraSyrphidaeDensity",0.654905978854769,"i6",702.2
"723","i","6","MinOfHippocrepiscomosa","DipteraSyrphidaeDensity",0.0560568494717419,"i6",702.2
"724","i","6","MinOfHypericumsp","DipteraSyrphidaeDensity",0.113910317415832,"i6",702.2
"725","i","6","MinOfKnautia.Scabiosa","DipteraSyrphidaeDensity",0.701080374712235,"i6",702.2
"726","i","6","MinOfLamiumalbum","DipteraSyrphidaeDensity",NA,"i6",702.2
"727","i","6","MinOfLathyruspratensis","DipteraSyrphidaeDensity",0.318948889523884,"i6",702.2
"728","i","6","MinOfLathyrussp","DipteraSyrphidaeDensity",NA,"i6",702.2
"729","i","6","MinOfLeucanthemumvulgare","DipteraSyrphidaeDensity",0.327681539365805,"i6",702.2
"730","i","6","MinOfLigustrumvulgare","DipteraSyrphidaeDensity",NA,"i6",702.2
"731","i","6","MinOfLotuscorniculatus","DipteraSyrphidaeDensity",0.322420719169933,"i6",702.2
"732","i","6","MinOfLotusmaritimus","DipteraSyrphidaeDensity",0.0993468927617852,"i6",702.2
"733","i","6","MinOfMaianthemumbifolium","DipteraSyrphidaeDensity",NA,"i6",702.2
"734","i","6","MinOfMalvaneglecta","DipteraSyrphidaeDensity",NA,"i6",702.2
"735","i","6","MinOfMedicagolupulina","DipteraSyrphidaeDensity",NA,"i6",702.2
"736","i","6","MinOfMedicagominima","DipteraSyrphidaeDensity",NA,"i6",702.2
"737","i","6","MinOfMedicagosativa","DipteraSyrphidaeDensity",0.584294562969222,"i6",702.2
"738","i","6","MinOfMelampyrumsylvaticum","DipteraSyrphidaeDensity",NA,"i6",702.2
"739","i","6","MinOfMycelismuralis","DipteraSyrphidaeDensity",NA,"i6",702.2
"740","i","6","MinOfMyosotessp","DipteraSyrphidaeDensity",NA,"i6",702.2
"741","i","6","MinOfNeottiaovata","DipteraSyrphidaeDensity",NA,"i6",702.2
"742","i","6","MinOfOdontitesluteus","DipteraSyrphidaeDensity",NA,"i6",702.2
"743","i","6","MinOfOnobrychisvicifolia","DipteraSyrphidaeDensity",NA,"i6",702.2
"744","i","6","MinOfOnonisspinosa","DipteraSyrphidaeDensity",0.604730943872577,"i6",702.2
"745","i","6","MinOfOphrusapifera","DipteraSyrphidaeDensity",NA,"i6",702.2
"746","i","6","MinOfOphrusinsectifera","DipteraSyrphidaeDensity",NA,"i6",702.2
"747","i","6","MinOfOrchismascula","DipteraSyrphidaeDensity",NA,"i6",702.2
"748","i","6","MinOfOrchisustulata","DipteraSyrphidaeDensity",0.122348119268527,"i6",702.2
"749","i","6","MinOfOriganumvulgare","DipteraSyrphidaeDensity",0.504579414609824,"i6",702.2
"750","i","6","MinOfParnassiapalustris","DipteraSyrphidaeDensity",NA,"i6",702.2
"751","i","6","MinOfPastinacasativa","DipteraSyrphidaeDensity",0.3685029744183,"i6",702.2
"752","i","6","MinOfPeucedanumsp","DipteraSyrphidaeDensity",0.493048858636494,"i6",702.2
"753","i","6","MinOfPhyteumaorbiculare","DipteraSyrphidaeDensity",NA,"i6",702.2
"754","i","6","MinOfPimpinellasp","DipteraSyrphidaeDensity",0.46474062029469,"i6",702.2
"755","i","6","MinOfPlantagolanceolata","DipteraSyrphidaeDensity",0.238072641969182,"i6",702.2
"756","i","6","MinOfPlantagomajor","DipteraSyrphidaeDensity",NA,"i6",702.2
"757","i","6","MinOfPlantagomedia","DipteraSyrphidaeDensity",0.333608112508739,"i6",702.2
"758","i","6","MinOfPlantherabifolia","DipteraSyrphidaeDensity",NA,"i6",702.2
"759","i","6","MinOfPlatantherachlorantha","DipteraSyrphidaeDensity",NA,"i6",702.2
"760","i","6","MinOfPolygalaalpestris","DipteraSyrphidaeDensity",NA,"i6",702.2
"761","i","6","MinOfPolygalacomosa","DipteraSyrphidaeDensity",0.122348119268527,"i6",702.2
"762","i","6","MinOfPolygalavulgaris","DipteraSyrphidaeDensity",0.278598119268527,"i6",702.2
"763","i","6","MinOfPolygonumaviculare","DipteraSyrphidaeDensity",0,"i6",702.2
"764","i","6","MinOfPotentillaerecta","DipteraSyrphidaeDensity",0.0650916113082506,"i6",702.2
"765","i","6","MinOfPotentillasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"766","i","6","MinOfPrimulaveris","DipteraSyrphidaeDensity",NA,"i6",702.2
"767","i","6","MinOfPrunellasp","DipteraSyrphidaeDensity",0.619843345255055,"i6",702.2
"768","i","6","MinOfPulsatillasp","DipteraSyrphidaeDensity",0.614814367546518,"i6",702.2
"769","i","6","MinOfRanunculussp","DipteraSyrphidaeDensity",0.259370121125547,"i6",702.2
"770","i","6","MinOfRhinanthusminor","DipteraSyrphidaeDensity",NA,"i6",702.2
"771","i","6","MinOfResedalutea","DipteraSyrphidaeDensity",NA,"i6",702.2
"772","i","6","MinOfRosasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"773","i","6","MinOfRubussp","DipteraSyrphidaeDensity",0.254106397243444,"i6",702.2
"774","i","6","MinOfRumexsp","DipteraSyrphidaeDensity",NA,"i6",702.2
"775","i","6","MinOfSalviapratensis","DipteraSyrphidaeDensity",0.427116919158254,"i6",702.2
"776","i","6","MinOfSambucussp","DipteraSyrphidaeDensity",NA,"i6",702.2
"777","i","6","MinOfSanguisorbaminor","DipteraSyrphidaeDensity",0.113910317415832,"i6",702.2
"778","i","6","MinOfSaponariaocymoides.","DipteraSyrphidaeDensity",NA,"i6",702.2
"779","i","6","MinOfSedumspyellow","DipteraSyrphidaeDensity",NA,"i6",702.2
"780","i","6","MinOfSedumalbum","DipteraSyrphidaeDensity",NA,"i6",702.2
"781","i","6","MinOfSeneciosp","DipteraSyrphidaeDensity",NA,"i6",702.2
"782","i","6","MinOfSilenedioica","DipteraSyrphidaeDensity",NA,"i6",702.2
"783","i","6","MinOfSilenenutans","DipteraSyrphidaeDensity",NA,"i6",702.2
"784","i","6","MinOfSilenevulgaris","DipteraSyrphidaeDensity",0.349867406746716,"i6",702.2
"785","i","6","MinOfSisymbriumofficinale","DipteraSyrphidaeDensity",NA,"i6",702.2
"786","i","6","MinOfSolanumdulgamara","DipteraSyrphidaeDensity",0.236258436684359,"i6",702.2
"787","i","6","MinOfSolidagovirgaurea","DipteraSyrphidaeDensity",NA,"i6",702.2
"788","i","6","MinOfSpiranthesspiralis","DipteraSyrphidaeDensity",NA,"i6",702.2
"789","i","6","MinOfStachysofficinalis","DipteraSyrphidaeDensity",NA,"i6",702.2
"790","i","6","MinOfStachysrecta","DipteraSyrphidaeDensity",0.151880423854071,"i6",702.2
"791","i","6","MinOfTaraxacumsp","DipteraSyrphidaeDensity",NA,"i6",702.2
"792","i","6","MinOfTeucriumchamaedris","DipteraSyrphidaeDensity",0.474675637961757,"i6",702.2
"793","i","6","MinOfTeuriummontanum","DipteraSyrphidaeDensity",0.490500364482378,"i6",702.2
"794","i","6","MinOfThesiumsp","DipteraSyrphidaeDensity",0.493402018433167,"i6",702.2
"795","i","6","MinOfThymussp","DipteraSyrphidaeDensity",0.416812995250497,"i6",702.2
"796","i","6","MinOfTragopodonpratensis","DipteraSyrphidaeDensity",NA,"i6",702.2
"797","i","6","MinOfTrifoliumcampestre","DipteraSyrphidaeDensity",NA,"i6",702.2
"798","i","6","MinOfTrifoliumbadium","DipteraSyrphidaeDensity",NA,"i6",702.2
"799","i","6","MinOfTrifoliummontana","DipteraSyrphidaeDensity",0.402517363167707,"i6",702.2
"800","i","6","MinOfTrifoliumpratense","DipteraSyrphidaeDensity",0.440895209789265,"i6",702.2
"801","i","6","MinOfTrifoliumrepens","DipteraSyrphidaeDensity",0.00843780185269427,"i6",702.2
"802","i","6","MinOfTrolleiseuropaeus","DipteraSyrphidaeDensity",NA,"i6",702.2
"803","i","6","MinOfUrticadioica","DipteraSyrphidaeDensity",NA,"i6",702.2
"804","i","6","MinOfVacciniumvitis.idaea","DipteraSyrphidaeDensity",NA,"i6",702.2
"805","i","6","MinOfValeriana","DipteraSyrphidaeDensity",0.305508678546291,"i6",702.2
"806","i","6","MinOfVerbenaofficinalis","DipteraSyrphidaeDensity",NA,"i6",702.2
"807","i","6","MinOfVeronicachamaedris","DipteraSyrphidaeDensity",NA,"i6",702.2
"808","i","6","MinOfVeronicaofficinalis","DipteraSyrphidaeDensity",NA,"i6",702.2
"809","i","6","MinOfVeronicaspicata","DipteraSyrphidaeDensity",0.798903219418893,"i6",702.2
"810","i","6","MinOfVeronicateucrium","DipteraSyrphidaeDensity",0.113910317415832,"i6",702.2
"811","i","6","MinOfVeronicasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"812","i","6","MinOfViciacracca","DipteraSyrphidaeDensity",0.458800543408532,"i6",702.2
"813","i","6","MinOfViciasepium","DipteraSyrphidaeDensity",0.113910317415832,"i6",702.2
"814","i","6","MinOfVincetoxicumhirundinaria","DipteraSyrphidaeDensity",0.569551590876932,"i6",702.2
"815","i","6","MinOfViolasp","DipteraSyrphidaeDensity",NA,"i6",702.2
"816","i","2","MinOfAchilleamillefolium","DipteraSyrphidaeDensity",0.686129779502761,"i2",737.4
"817","i","2","MinOfAcinosalpinus","DipteraSyrphidaeDensity",NA,"i2",737.4
"818","i","2","MinOfAconitumnapellus","DipteraSyrphidaeDensity",NA,"i2",737.4
"819","i","2","MinOfAconitumanthora","DipteraSyrphidaeDensity",NA,"i2",737.4
"820","i","2","MinOfAegopodiumpodagraria","DipteraSyrphidaeDensity",NA,"i2",737.4
"821","i","2","MinOfAgrimoniaeupatoria","DipteraSyrphidaeDensity",0.665680333043341,"i2",737.4
"822","i","2","MinOfAjugareptans","DipteraSyrphidaeDensity",NA,"i2",737.4
"823","i","2","MinOfAjugapyramidalis","DipteraSyrphidaeDensity",NA,"i2",737.4
"824","i","2","MinOfAlchemillasp","DipteraSyrphidaeDensity",NA,"i2",737.4
"825","i","2","MinOfAlliumcarinatum","DipteraSyrphidaeDensity",NA,"i2",737.4
"826","i","2","MinOfAnacamptispyramidalis","DipteraSyrphidaeDensity",NA,"i2",737.4
"827","i","2","MinOfAnemonenarcissiflora","DipteraSyrphidaeDensity",NA,"i2",737.4
"828","i","2","MinOfAnthericumramosum","DipteraSyrphidaeDensity",0.532941341210325,"i2",737.4
"829","i","2","MinOfAnthyllisvulneraria","DipteraSyrphidaeDensity",0.356194366226902,"i2",737.4
"830","i","2","MinOfApiaceaesp","DipteraSyrphidaeDensity",NA,"i2",737.4
"831","i","2","MinOfArabis.Arabidopsis","DipteraSyrphidaeDensity",0.0371172284681628,"i2",737.4
"832","i","2","MinOfArenaria.Linumym","DipteraSyrphidaeDensity",0.384778339795622,"i2",737.4
"833","i","2","MinOfArnicamontana","DipteraSyrphidaeDensity",NA,"i2",737.4
"834","i","2","MinOfAsperulacynanchica","DipteraSyrphidaeDensity",0.664548429245144,"i2",737.4
"835","i","2","MinOfAsteramellus","DipteraSyrphidaeDensity",0.233221571603168,"i2",737.4
"836","i","2","MinOfAsterbellidiastrum","DipteraSyrphidaeDensity",NA,"i2",737.4
"837","i","2","MinOfAtrobabelladonna","DipteraSyrphidaeDensity",NA,"i2",737.4
"838","i","2","MinOfBellisperennis","DipteraSyrphidaeDensity",NA,"i2",737.4
"839","i","2","MinOfBistortavivipara","DipteraSyrphidaeDensity",NA,"i2",737.4
