Meadow,Site,Elevation,Species1,Species2,Schoener
a,4,1002.8,Sedum album,ZDensityColeopteraTOTAL,0.498649032
a,3,949.8,Cerastium sp#,ZDensityColeopteraTOTAL,0.5
a,3,949.8,Urtica dioica,ZDensityColeopteraTOTAL,0.5
a,5,1001,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.5
a,5,1001,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
a,5,1001,Lotus maritimus,ZDensityColeopteraTOTAL,0.5
a,5,1001,Polygala alpestris,ZDensityColeopteraTOTAL,0.5
i,1,766.3,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.5
i,1,766.3,Hieracium pilosella,ZDensityColeopteraTOTAL,0.5
i,1,766.3,Ophrus apifera,ZDensityColeopteraTOTAL,0.5
i,1,766.3,Saponaria ocymoides?,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Fragaria sp#,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Gentiana verna,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Gymnadenia conopsea,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Neottia ovata,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Polygala alpestris,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Polygala comosa,ZDensityColeopteraTOTAL,0.5
n,5,1398.6,Saponaria ocymoides?,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Bellis perennis,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Cephalanthera longifolia,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Neottia ovata,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Orchis mascula,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Trifolium badium,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Trolleis europaeus,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Vaccinium vitis-idaea,ZDensityColeopteraTOTAL,0.5
o,3,1612.7,Veronica chamaedris,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Anemone narcissiflora,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Apiaceae sp#,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Aster bellidiastrum,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Fragaria sp#,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Galium verum,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Globularia nudicaulis,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Gymnadenia conopsea,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Lathyrus sp#,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Myosotes sp#,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Polygala comosa,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Polygala vulgaris,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Potentilla sp#,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Silene dioica,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Trolleis europaeus,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Urtica dioica,ZDensityColeopteraTOTAL,0.5
u,1,1745.8,Viola sp#,ZDensityColeopteraTOTAL,0.5
a,1,1020.6,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
a,2,984.9,Thesium sp#,ZDensityColeopteraTOTAL,0.5
a,4,1002.8,Bellis perennis,ZDensityColeopteraTOTAL,0.5
a,4,1002.8,Polygala vulgaris,ZDensityColeopteraTOTAL,0.5
a,4,1002.8,Rhinanthus minor,ZDensityColeopteraTOTAL,0.5
a,4,1002.8,Veronica chamaedris,ZDensityColeopteraTOTAL,0.5
a,4,1002.8,Vincetoxicum hirundinaria,ZDensityColeopteraTOTAL,0.5
i,2,737.4,Carum carvi,ZDensityColeopteraTOTAL,0.5
i,2,737.4,Gentiana verna,ZDensityColeopteraTOTAL,0.5
i,2,737.4,Platanthera chlorantha,ZDensityColeopteraTOTAL,0.5
i,2,737.4,Polygala comosa,ZDensityColeopteraTOTAL,0.5
i,3,711.5,Potentilla sp#,ZDensityColeopteraTOTAL,0.5
i,3,711.5,Primula veris,ZDensityColeopteraTOTAL,0.5
i,3,711.5,Veronica sp#,ZDensityColeopteraTOTAL,0.5
i,4,702.4,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.5
i,4,702.4,Hieracium pilosella,ZDensityColeopteraTOTAL,0.5
i,4,702.4,Sanguisorba minor,ZDensityColeopteraTOTAL,0.5
i,4,702.4,Sisymbrium officinale,ZDensityColeopteraTOTAL,0.5
i,4,702.4,Veronica sp#,ZDensityColeopteraTOTAL,0.5
i,5,684.5,Lotus maritimus,ZDensityColeopteraTOTAL,0.5
i,5,684.5,Medicago minima,ZDensityColeopteraTOTAL,0.5
i,6,702.2,Anacamptis pyramidalis,ZDensityColeopteraTOTAL,0.5
i,6,702.2,Ligustrum vulgare,ZDensityColeopteraTOTAL,0.5
i,6,702.2,Viola sp#,ZDensityColeopteraTOTAL,0.5
i,7,648.5,Geranium sp#,ZDensityColeopteraTOTAL,0.5
i,7,648.5,Platanthera chlorantha,ZDensityColeopteraTOTAL,0.5
i,7,648.5,Vincetoxicum hirundinaria,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Fragaria sp#,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Myosotes sp#,ZDensityColeopteraTOTAL,0.5
n,2,1405.5,Neottia ovata,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Bistorta vivipara,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Fragaria sp#,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Myosotes sp#,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Polygala alpestris,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Rumex sp#,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Trolleis europaeus,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Urtica dioica,ZDensityColeopteraTOTAL,0.5
n,4,1420,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
n,4,1420,Gymnadenia conopsea,ZDensityColeopteraTOTAL,0.5
n,4,1420,Myosotes sp#,ZDensityColeopteraTOTAL,0.5
n,4,1420,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.5
n,4,1420,Polygala alpestris,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Arnica montana,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Aster bellidiastrum,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Cephalanthera longifolia,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Ophrus insectifera,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Orchis mascula,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Sanguisorba minor,ZDensityColeopteraTOTAL,0.5
o,4,1576.2,Tragopodon pratensis,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Coeglossum viride,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Galium verum,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Gymnadenia conopsea,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Polygala vulgaris,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Potentilla sp#,ZDensityColeopteraTOTAL,0.5
u,2,1749.2,Taraxacum sp#,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Ajuga pyramidalis,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Ajuga reptans,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Cephalanthera longifolia,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Fragaria sp#,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Galium sp#,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Maianthemum bifolium,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Neottia ovata,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Potentilla sp#,ZDensityColeopteraTOTAL,0.5
n,1,1390.3,Veronica chamaedris,ZDensityColeopteraTOTAL,0.5
n,3,1407.7,Potentilla sp#,ZDensityColeopteraTOTAL,0.500268817
u,2,1749.2,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.500621891
a,2,984.9,Anthericum ramosum,ZDensityColeopteraTOTAL,0.501270355
i,1,766.3,Buphthalmum salicifolium,ZDensityColeopteraTOTAL,0.501436017
a,2,984.9,Plantago lanceolata,ZDensityColeopteraTOTAL,0.50167173
o,4,1576.2,Galium verum,ZDensityColeopteraTOTAL,0.50186732
i,3,711.5,Medicago lupulina,ZDensityColeopteraTOTAL,0.502280899
a,5,1001,Cerastium sp#,ZDensityColeopteraTOTAL,0.502336449
a,4,1002.8,Veronica teucrium,ZDensityColeopteraTOTAL,0.502920231
i,7,648.5,Crepis/Hieracium/Leontodon,ZDensityColeopteraTOTAL,0.503373667
a,3,949.8,Hieracium pilosella,ZDensityColeopteraTOTAL,0.503803888
n,2,1405.5,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.503881988
a,6,981.9,Gentiana verna,ZDensityColeopteraTOTAL,0.504416283
n,2,1405.5,Veronica chamaedris,ZDensityColeopteraTOTAL,0.504950495
n,5,1398.6,Veronica chamaedris,ZDensityColeopteraTOTAL,0.504950495
i,6,702.2,Daucus carota,ZDensityColeopteraTOTAL,0.505402291
i,4,702.4,Trifolium pratense,ZDensityColeopteraTOTAL,0.505585335
i,1,766.3,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.505822785
n,2,1405.5,Acinos alpinus,ZDensityColeopteraTOTAL,0.505952381
i,1,766.3,Lotus maritimus,ZDensityColeopteraTOTAL,0.506234473
o,3,1612.7,Hypericum sp#,ZDensityColeopteraTOTAL,0.506765336
i,2,737.4,Lotus corniculatus,ZDensityColeopteraTOTAL,0.506998652
a,3,949.8,Stachys officinalis,ZDensityColeopteraTOTAL,0.507326007
u,1,1745.8,Cerastium sp#,ZDensityColeopteraTOTAL,0.5078125
a,6,981.9,Hypericum sp#,ZDensityColeopteraTOTAL,0.507945336
a,1,1020.6,Lotus corniculatus,ZDensityColeopteraTOTAL,0.508063298
i,5,684.5,Potentilla erecta,ZDensityColeopteraTOTAL,0.508551003
u,2,1749.2,Lamium album,ZDensityColeopteraTOTAL,0.50928382
a,6,981.9,Teucrium chamaedris,ZDensityColeopteraTOTAL,0.509575013
i,1,766.3,Ranunculus sp#,ZDensityColeopteraTOTAL,0.510572866
n,3,1407.7,Plantago media,ZDensityColeopteraTOTAL,0.512903226
i,5,684.5,Medicago lupulina,ZDensityColeopteraTOTAL,0.513398077
u,2,1749.2,Carum carvi,ZDensityColeopteraTOTAL,0.51367218
a,4,1002.8,Gentiana verna,ZDensityColeopteraTOTAL,0.514163619
u,2,1749.2,Trolleis europaeus,ZDensityColeopteraTOTAL,0.514563107
i,2,737.4,Medicago sativa,ZDensityColeopteraTOTAL,0.515070229
i,6,702.2,Teurium montanum,ZDensityColeopteraTOTAL,0.515812881
i,2,737.4,Asperula cynanchica,ZDensityColeopteraTOTAL,0.51601478
a,6,981.9,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.516129032
n,4,1420,Bellis perennis,ZDensityColeopteraTOTAL,0.516129032
u,2,1749.2,Veronica chamaedris,ZDensityColeopteraTOTAL,0.516129032
o,4,1576.2,Bistorta vivipara,ZDensityColeopteraTOTAL,0.516373304
n,4,1420,Orchis ustulata,ZDensityColeopteraTOTAL,0.518007663
i,2,737.4,Centaurea sp#,ZDensityColeopteraTOTAL,0.518203435
i,1,766.3,Asperula cynanchica,ZDensityColeopteraTOTAL,0.518549538
n,2,1405.5,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.518569845
i,7,648.5,Thymus sp#,ZDensityColeopteraTOTAL,0.518656285
n,3,1407.7,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.518691589
n,1,1390.3,Bellis perennis,ZDensityColeopteraTOTAL,0.519230769
i,7,648.5,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.520458265
n,1,1390.3,Geranium sylvaticum,ZDensityColeopteraTOTAL,0.520645777
n,2,1405.5,Bellis perennis,ZDensityColeopteraTOTAL,0.521341463
a,4,1002.8,Medicago lupulina,ZDensityColeopteraTOTAL,0.522311328
a,3,949.8,Centaurea sp#,ZDensityColeopteraTOTAL,0.522430771
i,3,711.5,Daucus carota,ZDensityColeopteraTOTAL,0.522505582
i,2,737.4,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.522807213
i,1,766.3,Potentilla sp#,ZDensityColeopteraTOTAL,0.522899885
i,1,766.3,Cirsium arvense,ZDensityColeopteraTOTAL,0.523058702
a,3,949.8,Galium verum,ZDensityColeopteraTOTAL,0.523175542
u,2,1749.2,Carduus defloratus,ZDensityColeopteraTOTAL,0.523565858
i,4,702.4,Cichorium intybus,ZDensityColeopteraTOTAL,0.523654069
n,4,1420,Galium verum,ZDensityColeopteraTOTAL,0.523809524
o,4,1576.2,Veronica chamaedris,ZDensityColeopteraTOTAL,0.523809524
i,3,711.5,Hieracium pilosella,ZDensityColeopteraTOTAL,0.523809524
a,5,1001,Sedum album,ZDensityColeopteraTOTAL,0.524222313
a,2,984.9,Agrimonia eupatoria,ZDensityColeopteraTOTAL,0.52457123
a,6,981.9,Teurium montanum,ZDensityColeopteraTOTAL,0.525571995
a,1,1020.6,Acinos alpinus,ZDensityColeopteraTOTAL,0.526220073
u,2,1749.2,Achillea millefolium,ZDensityColeopteraTOTAL,0.52663489
u,2,1749.2,Plantago lanceolata,ZDensityColeopteraTOTAL,0.526717721
a,4,1002.8,Geranium pusillum,ZDensityColeopteraTOTAL,0.527646045
a,6,981.9,Trifolium repens,ZDensityColeopteraTOTAL,0.528110599
a,5,1001,Hieracium pilosella,ZDensityColeopteraTOTAL,0.528301887
u,2,1749.2,Hieracium pilosella,ZDensityColeopteraTOTAL,0.528301887
u,2,1749.2,Myosotes sp#,ZDensityColeopteraTOTAL,0.528301887
i,2,737.4,Teucrium chamaedris,ZDensityColeopteraTOTAL,0.528335535
a,4,1002.8,Vicia cracca,ZDensityColeopteraTOTAL,0.528591957
i,3,711.5,Hypericum sp#,ZDensityColeopteraTOTAL,0.528889221
a,6,981.9,Lotus corniculatus,ZDensityColeopteraTOTAL,0.529060187
n,3,1407.7,Geranium sylvaticum,ZDensityColeopteraTOTAL,0.529569892
n,1,1390.3,Ranunculus sp#,ZDensityColeopteraTOTAL,0.529978355
i,6,702.2,Agrimonia eupatoria,ZDensityColeopteraTOTAL,0.530299437
u,1,1745.8,Rumex sp#,ZDensityColeopteraTOTAL,0.530325444
n,5,1398.6,Teurium montanum,ZDensityColeopteraTOTAL,0.530463038
i,7,648.5,Lotus corniculatus,ZDensityColeopteraTOTAL,0.531162691
o,4,1576.2,Geranium sylvaticum,ZDensityColeopteraTOTAL,0.531604541
n,2,1405.5,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.531615925
a,5,1001,Solanum dulgamara,ZDensityColeopteraTOTAL,0.531787239
n,1,1390.3,Acinos alpinus,ZDensityColeopteraTOTAL,0.532334686
i,5,684.5,Teurium montanum,ZDensityColeopteraTOTAL,0.532449918
u,1,1745.8,Campanula sp#,ZDensityColeopteraTOTAL,0.53272008
a,4,1002.8,Campanula sp#,ZDensityColeopteraTOTAL,0.532726142
o,4,1576.2,Thesium sp#,ZDensityColeopteraTOTAL,0.533025891
n,3,1407.7,Thymus sp#,ZDensityColeopteraTOTAL,0.534178187
a,5,1001,Campanula glomerata,ZDensityColeopteraTOTAL,0.534419877
a,5,1001,Cirsium acaule,ZDensityColeopteraTOTAL,0.53456978
i,2,737.4,Euphrasia sp,ZDensityColeopteraTOTAL,0.534600142
a,3,949.8,Campanula glomerata,ZDensityColeopteraTOTAL,0.534714004
a,4,1002.8,Urtica dioica,ZDensityColeopteraTOTAL,0.534805334
i,5,684.5,Cerastium sp#,ZDensityColeopteraTOTAL,0.535101988
i,2,737.4,Stachys officinalis,ZDensityColeopteraTOTAL,0.535134444
o,4,1576.2,Gymnadenia conopsea,ZDensityColeopteraTOTAL,0.535213883
n,5,1398.6,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.53546612
a,4,1002.8,Trifolium pratense,ZDensityColeopteraTOTAL,0.535473553
a,4,1002.8,Silene vulgaris,ZDensityColeopteraTOTAL,0.535749091
i,4,702.4,Lotus corniculatus,ZDensityColeopteraTOTAL,0.535841309
n,3,1407.7,Clinopodium vulgare,ZDensityColeopteraTOTAL,0.536290323
n,3,1407.7,Galium sp#,ZDensityColeopteraTOTAL,0.536442483
i,3,711.5,Trifolium pratense,ZDensityColeopteraTOTAL,0.536792341
i,6,702.2,Campanula sp#,ZDensityColeopteraTOTAL,0.536917925
i,7,648.5,Galium verum,ZDensityColeopteraTOTAL,0.537303122
i,6,702.2,Peucedanum sp#,ZDensityColeopteraTOTAL,0.537600985
u,2,1749.2,Trifolium pratense,ZDensityColeopteraTOTAL,0.538373121
u,1,1745.8,Tragopodon pratensis,ZDensityColeopteraTOTAL,0.538461538
a,5,1001,Acinos alpinus,ZDensityColeopteraTOTAL,0.539414015
n,3,1407.7,Alchemilla sp#,ZDensityColeopteraTOTAL,0.540229885
u,2,1749.2,Potentilla erecta,ZDensityColeopteraTOTAL,0.540326592
i,4,702.4,Carum carvi,ZDensityColeopteraTOTAL,0.541171651
i,5,684.5,Aster amellus,ZDensityColeopteraTOTAL,0.541443804
i,1,766.3,Knautia/ Scabiosa,ZDensityColeopteraTOTAL,0.541772152
u,2,1749.2,Cerastium sp#,ZDensityColeopteraTOTAL,0.54281925
i,6,702.2,Campanula glomerata,ZDensityColeopteraTOTAL,0.542970581
a,6,981.9,Solidago virgaurea,ZDensityColeopteraTOTAL,0.543087558
a,4,1002.8,Ranunculus sp#,ZDensityColeopteraTOTAL,0.543243561
i,3,711.5,Clinopodium vulgare,ZDensityColeopteraTOTAL,0.543715873
a,4,1002.8,Salvia pratensis,ZDensityColeopteraTOTAL,0.544908117
a,1,1020.6,Asperula cynanchica,ZDensityColeopteraTOTAL,0.545259687
i,6,702.2,Hieracium pilosella,ZDensityColeopteraTOTAL,0.545454545
n,3,1407.7,Bellis perennis,ZDensityColeopteraTOTAL,0.545454545
n,5,1398.6,Plantago lanceolata,ZDensityColeopteraTOTAL,0.545480103
i,4,702.4,Centaurea sp#,ZDensityColeopteraTOTAL,0.545508651
a,1,1020.6,Gentiana verna,ZDensityColeopteraTOTAL,0.545887152
a,6,981.9,Thymus sp#,ZDensityColeopteraTOTAL,0.546139148
n,3,1407.7,Galium verum,ZDensityColeopteraTOTAL,0.546247531
o,3,1612.7,Hieracium pilosella,ZDensityColeopteraTOTAL,0.546448353
i,5,684.5,Campanula sp#,ZDensityColeopteraTOTAL,0.546517277
a,5,1001,Echium vulgare,ZDensityColeopteraTOTAL,0.547348954
i,5,684.5,Trifolium repens,ZDensityColeopteraTOTAL,0.547584594
u,1,1745.8,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.548004312
i,6,702.2,Achillea millefolium,ZDensityColeopteraTOTAL,0.54877206
n,4,1420,Trifolium repens,ZDensityColeopteraTOTAL,0.549019608
n,4,1420,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.550075766
a,4,1002.8,Carduus nutans,ZDensityColeopteraTOTAL,0.550552229
n,4,1420,Mycelis muralis,ZDensityColeopteraTOTAL,0.550949525
o,4,1576.2,Bellis perennis,ZDensityColeopteraTOTAL,0.551008942
i,3,711.5,Thymus sp#,ZDensityColeopteraTOTAL,0.551048288
n,4,1420,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.551096009
a,3,949.8,Campanula sp#,ZDensityColeopteraTOTAL,0.551948052
a,1,1020.6,Agrimonia eupatoria,ZDensityColeopteraTOTAL,0.551979292
u,2,1749.2,Cirsium acaule,ZDensityColeopteraTOTAL,0.552668629
i,5,684.5,Achillea millefolium,ZDensityColeopteraTOTAL,0.552680592
u,1,1745.8,Ranunculus sp#,ZDensityColeopteraTOTAL,0.552915805
o,3,1612.7,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.553571429
n,5,1398.6,Salvia pratensis,ZDensityColeopteraTOTAL,0.554133855
n,1,1390.3,Polygala alpestris,ZDensityColeopteraTOTAL,0.554309998
i,3,711.5,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.554542612
u,1,1745.8,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.555325444
n,5,1398.6,Bellis perennis,ZDensityColeopteraTOTAL,0.555555556
i,2,737.4,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.555629808
n,2,1405.5,Urtica dioica,ZDensityColeopteraTOTAL,0.555894309
a,3,949.8,Achillea millefolium,ZDensityColeopteraTOTAL,0.556142575
u,2,1749.2,Bistorta vivipara,ZDensityColeopteraTOTAL,0.556451613
a,6,981.9,Euphrasia sp,ZDensityColeopteraTOTAL,0.556682028
n,2,1405.5,Trifolium pratense,ZDensityColeopteraTOTAL,0.557013482
n,1,1390.3,Alchemilla sp#,ZDensityColeopteraTOTAL,0.557522124
i,4,702.4,Crepis sp#,ZDensityColeopteraTOTAL,0.557911148
i,5,684.5,Thymus sp#,ZDensityColeopteraTOTAL,0.55810374
n,4,1420,Aegopodium podagraria,ZDensityColeopteraTOTAL,0.55862069
n,1,1390.3,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.558758074
o,3,1612.7,Galium verum,ZDensityColeopteraTOTAL,0.558823529
i,3,711.5,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.558926811
n,3,1407.7,Potentilla erecta,ZDensityColeopteraTOTAL,0.558935484
i,2,737.4,Peucedanum sp#,ZDensityColeopteraTOTAL,0.559119876
i,7,648.5,Dianthus sp#,ZDensityColeopteraTOTAL,0.55958614
i,4,702.4,Ononis spinosa,ZDensityColeopteraTOTAL,0.560737403
n,1,1390.3,Echium vulgare,ZDensityColeopteraTOTAL,0.561351797
a,2,984.9,Teucrium chamaedris,ZDensityColeopteraTOTAL,0.561653484
n,4,1420,Achillea millefolium,ZDensityColeopteraTOTAL,0.561685824
o,3,1612.7,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.561874241
i,4,702.4,Medicago sativa,ZDensityColeopteraTOTAL,0.562183186
o,4,1576.2,Silene vulgaris,ZDensityColeopteraTOTAL,0.562427496
i,7,648.5,Pimpinella sp#,ZDensityColeopteraTOTAL,0.562557264
i,4,702.4,Geranium pusillum,ZDensityColeopteraTOTAL,0.56265647
i,4,702.4,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.562669476
a,5,1001,Potentilla erecta,ZDensityColeopteraTOTAL,0.563291796
a,1,1020.6,Pimpinella sp#,ZDensityColeopteraTOTAL,0.563305715
i,2,737.4,Buphthalmum salicifolium,ZDensityColeopteraTOTAL,0.564377699
u,1,1745.8,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.564416353
a,1,1020.6,Campanula glomerata,ZDensityColeopteraTOTAL,0.564601922
i,7,648.5,Daucus carota,ZDensityColeopteraTOTAL,0.564796905
o,3,1612.7,Coeglossum viride,ZDensityColeopteraTOTAL,0.565217391
i,5,684.5,Trifolium pratense,ZDensityColeopteraTOTAL,0.56562297
n,4,1420,Potentilla erecta,ZDensityColeopteraTOTAL,0.56596218
o,3,1612.7,Carum carvi,ZDensityColeopteraTOTAL,0.566035209
a,3,949.8,Pimpinella sp#,ZDensityColeopteraTOTAL,0.566366176
o,4,1576.2,Alchemilla sp#,ZDensityColeopteraTOTAL,0.566654182
u,1,1745.8,Silene vulgaris,ZDensityColeopteraTOTAL,0.56709015
i,7,648.5,Centaurea sp#,ZDensityColeopteraTOTAL,0.567894232
n,3,1407.7,Hypericum sp#,ZDensityColeopteraTOTAL,0.568610422
u,1,1745.8,Crepis/Hieracium/Leontodon,ZDensityColeopteraTOTAL,0.569271577
a,4,1002.8,Plantago media,ZDensityColeopteraTOTAL,0.569817648
a,3,949.8,Helianthemum nummularium,ZDensityColeopteraTOTAL,0.569985322
i,3,711.5,Ononis spinosa,ZDensityColeopteraTOTAL,0.570101657
i,2,737.4,Salvia pratensis,ZDensityColeopteraTOTAL,0.570552173
i,7,648.5,Veronica spicata,ZDensityColeopteraTOTAL,0.570782857
u,1,1745.8,Geranium sylvaticum,ZDensityColeopteraTOTAL,0.571078431
a,2,984.9,Euphrasia sp,ZDensityColeopteraTOTAL,0.571095783
a,3,949.8,Prunella sp#,ZDensityColeopteraTOTAL,0.571104536
a,1,1020.6,Thymus sp#,ZDensityColeopteraTOTAL,0.571258792
a,6,981.9,Hieracium pilosella,ZDensityColeopteraTOTAL,0.571509724
a,6,981.9,Campanula glomerata,ZDensityColeopteraTOTAL,0.571894638
n,1,1390.3,Campanula sp#,ZDensityColeopteraTOTAL,0.572267237
a,5,1001,Pimpinella sp#,ZDensityColeopteraTOTAL,0.572631822
a,1,1020.6,Trifolium pratense,ZDensityColeopteraTOTAL,0.572649658
i,2,737.4,Dianthus sp#,ZDensityColeopteraTOTAL,0.572873519
i,6,702.2,Echium vulgare,ZDensityColeopteraTOTAL,0.573330674
a,6,981.9,Asperula cynanchica,ZDensityColeopteraTOTAL,0.573559379
a,4,1002.8,Cirsium arvense,ZDensityColeopteraTOTAL,0.573816382
i,4,702.4,Galium verum,ZDensityColeopteraTOTAL,0.574703749
i,6,702.2,Galium verum,ZDensityColeopteraTOTAL,0.574752222
u,1,1745.8,Trifolium pratense,ZDensityColeopteraTOTAL,0.574796138
n,2,1405.5,Medicago lupulina,ZDensityColeopteraTOTAL,0.575
i,1,766.3,Campanula glomerata,ZDensityColeopteraTOTAL,0.575083278
a,5,1001,Vicia cracca,ZDensityColeopteraTOTAL,0.575752856
i,5,684.5,Conyza sp#,ZDensityColeopteraTOTAL,0.577497726
