ID,Meadow,Site,MS,Elevation,Species1,Species2,Schoener,ColeopteraVsPlants
800452,o,3,o3,1612.7,ProportionThesium sp#,ProportionZDensityColeopteraTOTAL,0.444386272,x
78977,a,2,a2,984.9,ProportionLotus corniculatus,ProportionZDensityColeopteraTOTAL,0.444410579,x
927690,u,2,u2,1749.2,ProportionHypericum sp#,ProportionZDensityColeopteraTOTAL,0.444485056,x
248747,a,6,a6,981.9,ProportionPlantago media,ProportionZDensityColeopteraTOTAL,0.445002479,x
503314,i,6,i6,702.2,ProportionEuphrasia sp,ProportionZDensityColeopteraTOTAL,0.44585658,x
418533,i,4,i4,702.4,ProportionTrifolium montana,ProportionZDensityColeopteraTOTAL,0.446328179,x
673071,n,3,n3,1407.7,ProportionHelianthemum nummularium,ProportionZDensityColeopteraTOTAL,0.446589447,x
757905,n,5,n5,1398.6,ProportionCarlina acaulis,ProportionZDensityColeopteraTOTAL,0.447116166,x
418428,i,4,i4,702.4,ProportionClinopodium vulgare,ProportionZDensityColeopteraTOTAL,0.448040421,x
36494,a,1,a1,1020.6,ProportionCarlina vulgaris,ProportionZDensityColeopteraTOTAL,0.44861772,x
460894,i,5,i5,684.5,ProportionHypericum sp#,ProportionZDensityColeopteraTOTAL,0.448811225,x
715508,n,4,n4,1420,ProportionHieracium pilosella,ProportionZDensityColeopteraTOTAL,0.448942196,x
842886,o,4,o4,1576.2,ProportionTeucrium chamaedris,ProportionZDensityColeopteraTOTAL,0.448991058,x
503398,i,6,i6,702.2,ProportionTeucrium chamaedris,ProportionZDensityColeopteraTOTAL,0.449017068,x
418435,i,4,i4,702.4,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityColeopteraTOTAL,0.45000241,x
757890,n,5,n5,1398.6,ProportionArabis/Arabidopsis,ProportionZDensityColeopteraTOTAL,0.450302849,x
36534,a,1,a1,1020.6,ProportionHypericum sp#,ProportionZDensityColeopteraTOTAL,0.451775201,x
121385,a,3,a3,949.8,ProportionDaucus carota,ProportionZDensityColeopteraTOTAL,0.452079056,x
503271,i,6,i6,702.2,ProportionAnthericum ramosum,ProportionZDensityColeopteraTOTAL,0.45388116,x
545707,i,7,i7,648.5,ProportionAnthericum ramosum,ProportionZDensityColeopteraTOTAL,0.454080037,x
291226,i,1,i1,766.3,ProportionTrifolium pratense,ProportionZDensityColeopteraTOTAL,0.454769991,x
460901,i,5,i5,684.5,ProportionLotus corniculatus,ProportionZDensityColeopteraTOTAL,0.455165454,x
757992,n,5,n5,1398.6,ProportionReseda lutea,ProportionZDensityColeopteraTOTAL,0.455449499,x
418414,i,4,i4,702.4,ProportionCapsella bursa-pastoris,ProportionZDensityColeopteraTOTAL,0.455830323,x
503338,i,6,i6,702.2,ProportionLotus maritimus,ProportionZDensityColeopteraTOTAL,0.455997741,x
78947,a,2,a2,984.9,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityColeopteraTOTAL,0.456128401,x
291091,i,1,i1,766.3,ProportionAnthericum ramosum,ProportionZDensityColeopteraTOTAL,0.456311211,x
927627,u,2,u2,1749.2,ProportionAlchemilla sp#,ProportionZDensityColeopteraTOTAL,0.456412646,x
79046,a,2,a2,984.9,ProportionTrifolium pratense,ProportionZDensityColeopteraTOTAL,0.45655882,x
842909,o,4,o4,1576.2,ProportionViola sp#,ProportionZDensityColeopteraTOTAL,0.458346989,x
36485,a,1,a1,1020.6,ProportionBellis perennis,ProportionZDensityColeopteraTOTAL,0.458575947,x
206354,a,5,a5,1001,ProportionTrifolium pratense,ProportionZDensityColeopteraTOTAL,0.458859624,x
715465,n,4,n4,1420,ProportionCampanula sp#,ProportionZDensityColeopteraTOTAL,0.459030386,x
121426,a,3,a3,949.8,ProportionOnonis spinosa,ProportionZDensityColeopteraTOTAL,0.459064013,x
715502,n,4,n4,1420,ProportionGeranium sp#,ProportionZDensityColeopteraTOTAL,0.459770115,x
460870,i,5,i5,684.5,ProportionCrepis/Hieracium,ProportionZDensityColeopteraTOTAL,0.460745866,x
673150,n,3,n3,1407.7,ProportionTrifolium pratense,ProportionZDensityColeopteraTOTAL,0.461250983,x
673133,n,3,n3,1407.7,ProportionSilene nutans,ProportionZDensityColeopteraTOTAL,0.461898783,x
376097,i,3,i3,711.5,ProportionTrifolium montana,ProportionZDensityColeopteraTOTAL,0.462157693,x
842889,o,4,o4,1576.2,ProportionThymus sp#,ProportionZDensityColeopteraTOTAL,0.462177936,x
418489,i,4,i4,702.4,ProportionPlantago lanceolata,ProportionZDensityColeopteraTOTAL,0.4628282,x
418525,i,4,i4,702.4,ProportionTaraxacum sp#,ProportionZDensityColeopteraTOTAL,0.463834294,x
121461,a,3,a3,949.8,ProportionSedum album,ProportionZDensityColeopteraTOTAL,0.465338206,x
376099,i,3,i3,711.5,ProportionTrifolium repens,ProportionZDensityColeopteraTOTAL,0.466360794,x
460927,i,5,i5,684.5,ProportionPlantago media,ProportionZDensityColeopteraTOTAL,0.466384658,x
800379,o,3,o3,1612.7,ProportionHelianthemum nummularium,ProportionZDensityColeopteraTOTAL,0.466429364,x
588222,n,1,n1,1390.3,ProportionOnonis spinosa,ProportionZDensityColeopteraTOTAL,0.466780655,x
588163,n,1,n1,1390.3,ProportionCarum carvi,ProportionZDensityColeopteraTOTAL,0.466898474,x
842859,o,4,o4,1576.2,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.467230832,x
545835,i,7,i7,648.5,ProportionTeurium montanum,ProportionZDensityColeopteraTOTAL,0.467377038,x
545779,i,7,i7,648.5,ProportionMedicago sativa,ProportionZDensityColeopteraTOTAL,0.467642995,x
673039,n,3,n3,1407.7,ProportionCerastium sp#,ProportionZDensityColeopteraTOTAL,0.468040621,x
885285,u,1,u1,1745.8,ProportionPlantago lanceolata,ProportionZDensityColeopteraTOTAL,0.469050934,x
163873,a,4,a4,1002.8,ProportionPlantago lanceolata,ProportionZDensityColeopteraTOTAL,0.469475201,x
927675,u,2,u2,1749.2,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.469737159,x
885301,u,1,u1,1745.8,ProportionRhinanthus minor,ProportionZDensityColeopteraTOTAL,0.47008547,x
36602,a,1,a1,1020.6,ProportionTeucrium chamaedris,ProportionZDensityColeopteraTOTAL,0.470988287,x
673146,n,3,n3,1407.7,ProportionTragopodon pratensis,ProportionZDensityColeopteraTOTAL,0.471774194,x
842803,o,4,o4,1576.2,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.472821761,x
121414,a,3,a3,949.8,ProportionLotus maritimus,ProportionZDensityColeopteraTOTAL,0.47426932,x
206264,a,5,a5,1001,ProportionGalium sp#,ProportionZDensityColeopteraTOTAL,0.474558671,x
757957,n,5,n5,1398.6,ProportionMedicago lupulina,ProportionZDensityColeopteraTOTAL,0.474560594,x
248751,a,6,a6,981.9,ProportionPolygala comosa,ProportionZDensityColeopteraTOTAL,0.474731183,x
758005,n,5,n5,1398.6,ProportionSilene nutans,ProportionZDensityColeopteraTOTAL,0.475223396,x
800385,o,3,o3,1612.7,ProportionLathyrus pratensis,ProportionZDensityColeopteraTOTAL,0.475408076,x
376050,i,3,i3,711.5,ProportionPeucedanum sp#,ProportionZDensityColeopteraTOTAL,0.475922307,x
673103,n,3,n3,1407.7,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,0.476190476,x
291225,i,1,i1,766.3,ProportionTrifolium montana,ProportionZDensityColeopteraTOTAL,0.476778444,x
418455,i,4,i4,702.4,ProportionHelianthemum nummularium,ProportionZDensityColeopteraTOTAL,0.477355592,x
715489,n,4,n4,1420,ProportionDaucus carota,ProportionZDensityColeopteraTOTAL,0.47816092,x
248790,a,6,a6,981.9,ProportionTrifolium pratense,ProportionZDensityColeopteraTOTAL,0.478500893,x
333515,i,2,i2,737.4,ProportionAchillea millefolium,ProportionZDensityColeopteraTOTAL,0.479124134,x
78975,a,2,a2,984.9,ProportionLeucanthemum vulgare,ProportionZDensityColeopteraTOTAL,0.479196614,x
418437,i,4,i4,702.4,ProportionDaucus carota,ProportionZDensityColeopteraTOTAL,0.479378916,x
673094,n,3,n3,1407.7,ProportionOnonis spinosa,ProportionZDensityColeopteraTOTAL,0.47983871,x
79045,a,2,a2,984.9,ProportionTrifolium montana,ProportionZDensityColeopteraTOTAL,0.479891384,x
121359,a,3,a3,949.8,ProportionBuphthalmum salicifolium,ProportionZDensityColeopteraTOTAL,0.480142865,x
418439,i,4,i4,702.4,ProportionEchium vulgare,ProportionZDensityColeopteraTOTAL,0.481474805,x
588167,n,1,n1,1390.3,ProportionCerastium sp#,ProportionZDensityColeopteraTOTAL,0.481617698,x
375967,i,3,i3,711.5,ProportionArenaria/Linum ym#,ProportionZDensityColeopteraTOTAL,0.482681614,x
206346,a,5,a5,1001,ProportionTeucrium chamaedris,ProportionZDensityColeopteraTOTAL,0.482880669,x
460892,i,5,i5,684.5,ProportionHieracium pilosella,ProportionZDensityColeopteraTOTAL,0.483498081,x
376029,i,3,i3,711.5,ProportionLotus corniculatus,ProportionZDensityColeopteraTOTAL,0.48393003,x
121451,a,3,a3,949.8,ProportionRanunculus sp#,ProportionZDensityColeopteraTOTAL,0.4841676,x
78932,a,2,a2,984.9,ProportionCentaurea sp#,ProportionZDensityColeopteraTOTAL,0.484442545,x
927767,u,2,u2,1749.2,ProportionTrifolium repens,ProportionZDensityColeopteraTOTAL,0.485039788,x
418409,i,4,i4,702.4,ProportionBellis perennis,ProportionZDensityColeopteraTOTAL,0.485504976,x
206323,a,5,a5,1001,ProportionRanunculus sp#,ProportionZDensityColeopteraTOTAL,0.48607571,x
248709,a,6,a6,981.9,ProportionGlobularia nudicaulis,ProportionZDensityColeopteraTOTAL,0.486635945,x
842748,o,4,o4,1576.2,ProportionAcinos alpinus,ProportionZDensityColeopteraTOTAL,0.486729035,x
503310,i,6,i6,702.2,ProportionDianthus sp#,ProportionZDensityColeopteraTOTAL,0.486895856,x
460861,i,5,i5,684.5,ProportionCichorium intybus,ProportionZDensityColeopteraTOTAL,0.486994392,x
36620,a,1,a1,1020.6,ProportionVeronica spicata,ProportionZDensityColeopteraTOTAL,0.487168593,x
842773,o,4,o4,1576.2,ProportionCampanula sp#,ProportionZDensityColeopteraTOTAL,0.487685665,x
333585,i,2,i2,737.4,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.487912317,x
206240,a,5,a5,1001,ProportionCentaurea sp#,ProportionZDensityColeopteraTOTAL,0.488174468,x
248755,a,6,a6,981.9,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.488287975,x
206278,a,5,a5,1001,ProportionHypericum sp#,ProportionZDensityColeopteraTOTAL,0.488297787,x
206361,a,5,a5,1001,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,0.488612925,x
800359,o,3,o3,1612.7,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityColeopteraTOTAL,0.489037909,x
715513,n,4,n4,1420,ProportionLathyrus pratensis,ProportionZDensityColeopteraTOTAL,0.489655172,x
460931,i,5,i5,684.5,ProportionPolygala comosa,ProportionZDensityColeopteraTOTAL,0.489832155,x
673157,n,3,n3,1407.7,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,0.490196078,x
333641,i,2,i2,737.4,ProportionSedum album,ProportionZDensityColeopteraTOTAL,0.490318928,x
842829,o,4,o4,1576.2,ProportionMedicago lupulina,ProportionZDensityColeopteraTOTAL,0.490404637,x
757940,n,5,n5,1398.6,ProportionGlobularia cardiflora,ProportionZDensityColeopteraTOTAL,0.491289828,x
248682,a,6,a6,981.9,ProportionCirsium acaule,ProportionZDensityColeopteraTOTAL,0.491414019,x
842851,o,4,o4,1576.2,ProportionPlantago media,ProportionZDensityColeopteraTOTAL,0.492166146,x
460841,i,5,i5,684.5,ProportionAsperula cynanchica,ProportionZDensityColeopteraTOTAL,0.492289637,x
800415,o,3,o3,1612.7,ProportionPlantago media,ProportionZDensityColeopteraTOTAL,0.49287411,x
163849,a,4,a4,1002.8,ProportionLotus corniculatus,ProportionZDensityColeopteraTOTAL,0.492945491,x
545841,i,7,i7,648.5,ProportionTrifolium montana,ProportionZDensityColeopteraTOTAL,0.493230174,x
630727,n,2,n2,1405.5,ProportionVicia sepium,ProportionZDensityColeopteraTOTAL,0.493394309,x
163910,a,4,a4,1002.8,ProportionTeucrium chamaedris,ProportionZDensityColeopteraTOTAL,0.494432499,x
248691,a,6,a6,981.9,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityColeopteraTOTAL,0.495541545,x
885252,u,1,u1,1745.8,ProportionHieracium pilosella,ProportionZDensityColeopteraTOTAL,0.495984784,x
503357,i,6,i6,702.2,ProportionPastinaca sativa,ProportionZDensityColeopteraTOTAL,0.496034232,x
630599,n,2,n2,1405.5,ProportionCarum carvi,ProportionZDensityColeopteraTOTAL,0.496507761,x
800358,o,3,o3,1612.7,ProportionCrepis/Hieracium,ProportionZDensityColeopteraTOTAL,0.496939176,x
206236,a,5,a5,1001,ProportionCarduus nutans,ProportionZDensityColeopteraTOTAL,0.497181427,x
545771,i,7,i7,648.5,ProportionLeucanthemum vulgare,ProportionZDensityColeopteraTOTAL,0.497846177,x
36479,a,1,a1,1020.6,ProportionArenaria/Linum ym#,ProportionZDensityColeopteraTOTAL,0.498158849,x
758001,n,5,n5,1398.6,ProportionSedum album,ProportionZDensityColeopteraTOTAL,0.498225591,x
163897,a,4,a4,1002.8,ProportionSedum album,ProportionZDensityColeopteraTOTAL,0.498649032,x
121371,a,3,a3,949.8,ProportionCerastium sp#,ProportionZDensityColeopteraTOTAL,0.5,x
121485,a,3,a3,949.8,ProportionUrtica dioica,ProportionZDensityColeopteraTOTAL,0.5,x
206220,a,5,a5,1001,ProportionAnthyllis vulneraria,ProportionZDensityColeopteraTOTAL,0.5,x
206261,a,5,a5,1001,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
206286,a,5,a5,1001,ProportionLotus maritimus,ProportionZDensityColeopteraTOTAL,0.5,x
206314,a,5,a5,1001,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,0.5,x
291094,i,1,i1,766.3,ProportionArabis/Arabidopsis,ProportionZDensityColeopteraTOTAL,0.5,x
291148,i,1,i1,766.3,ProportionHieracium pilosella,ProportionZDensityColeopteraTOTAL,0.5,x
291171,i,1,i1,766.3,ProportionOphrus apifera,ProportionZDensityColeopteraTOTAL,0.5,x
291204,i,1,i1,766.3,ProportionSaponaria ocymoides?,ProportionZDensityColeopteraTOTAL,0.5,x
757882,n,5,n5,1398.6,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
757931,n,5,n5,1398.6,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.5,x
757935,n,5,n5,1398.6,ProportionGentiana verna,ProportionZDensityColeopteraTOTAL,0.5,x
757942,n,5,n5,1398.6,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,0.5,x
757945,n,5,n5,1398.6,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
757963,n,5,n5,1398.6,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,0.5,x
757975,n,5,n5,1398.6,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,0.5,x
757982,n,5,n5,1398.6,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,0.5,x
757983,n,5,n5,1398.6,ProportionPolygala comosa,ProportionZDensityColeopteraTOTAL,0.5,x
758000,n,5,n5,1398.6,ProportionSaponaria ocymoides?,ProportionZDensityColeopteraTOTAL,0.5,x
800333,o,3,o3,1612.7,ProportionBellis perennis,ProportionZDensityColeopteraTOTAL,0.5,x
800346,o,3,o3,1612.7,ProportionCephalanthera longifolia,ProportionZDensityColeopteraTOTAL,0.5,x
800365,o,3,o3,1612.7,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
800381,o,3,o3,1612.7,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
800399,o,3,o3,1612.7,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,0.5,x
800405,o,3,o3,1612.7,ProportionOrchis mascula,ProportionZDensityColeopteraTOTAL,0.5,x
800455,o,3,o3,1612.7,ProportionTrifolium badium,ProportionZDensityColeopteraTOTAL,0.5,x
800460,o,3,o3,1612.7,ProportionTrolleis europaeus,ProportionZDensityColeopteraTOTAL,0.5,x
800462,o,3,o3,1612.7,ProportionVaccinium vitis-idaea,ProportionZDensityColeopteraTOTAL,0.5,x
800465,o,3,o3,1612.7,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,0.5,x
885190,u,1,u1,1745.8,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
885194,u,1,u1,1745.8,ProportionAnemone narcissiflora,ProportionZDensityColeopteraTOTAL,0.5,x
885196,u,1,u1,1745.8,ProportionAnthyllis vulneraria,ProportionZDensityColeopteraTOTAL,0.5,x
885197,u,1,u1,1745.8,ProportionApiaceae sp#,ProportionZDensityColeopteraTOTAL,0.5,x
885198,u,1,u1,1745.8,ProportionArabis/Arabidopsis,ProportionZDensityColeopteraTOTAL,0.5,x
885203,u,1,u1,1745.8,ProportionAster bellidiastrum,ProportionZDensityColeopteraTOTAL,0.5,x
885237,u,1,u1,1745.8,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
885239,u,1,u1,1745.8,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.5,x
885241,u,1,u1,1745.8,ProportionGalium verum,ProportionZDensityColeopteraTOTAL,0.5,x
885249,u,1,u1,1745.8,ProportionGlobularia nudicaulis,ProportionZDensityColeopteraTOTAL,0.5,x
885250,u,1,u1,1745.8,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,0.5,x
885253,u,1,u1,1745.8,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
885258,u,1,u1,1745.8,ProportionLathyrus sp#,ProportionZDensityColeopteraTOTAL,0.5,x
885270,u,1,u1,1745.8,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,0.5,x
885291,u,1,u1,1745.8,ProportionPolygala comosa,ProportionZDensityColeopteraTOTAL,0.5,x
885292,u,1,u1,1745.8,ProportionPolygala vulgaris,ProportionZDensityColeopteraTOTAL,0.5,x
885295,u,1,u1,1745.8,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.5,x
885312,u,1,u1,1745.8,ProportionSilene dioica,ProportionZDensityColeopteraTOTAL,0.5,x
885332,u,1,u1,1745.8,ProportionTrolleis europaeus,ProportionZDensityColeopteraTOTAL,0.5,x
885333,u,1,u1,1745.8,ProportionUrtica dioica,ProportionZDensityColeopteraTOTAL,0.5,x
885345,u,1,u1,1745.8,ProportionViola sp#,ProportionZDensityColeopteraTOTAL,0.5,x
36517,a,1,a1,1020.6,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
79040,a,2,a2,984.9,ProportionThesium sp#,ProportionZDensityColeopteraTOTAL,0.5,x
163793,a,4,a4,1002.8,ProportionBellis perennis,ProportionZDensityColeopteraTOTAL,0.5,x
163880,a,4,a4,1002.8,ProportionPolygala vulgaris,ProportionZDensityColeopteraTOTAL,0.5,x
163889,a,4,a4,1002.8,ProportionRhinanthus minor,ProportionZDensityColeopteraTOTAL,0.5,x
163925,a,4,a4,1002.8,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,0.5,x
163932,a,4,a4,1002.8,ProportionVincetoxicum hirundinaria,ProportionZDensityColeopteraTOTAL,0.5,x
333547,i,2,i2,737.4,ProportionCarum carvi,ProportionZDensityColeopteraTOTAL,0.5,x
333575,i,2,i2,737.4,ProportionGentiana verna,ProportionZDensityColeopteraTOTAL,0.5,x
333621,i,2,i2,737.4,ProportionPlatanthera chlorantha,ProportionZDensityColeopteraTOTAL,0.5,x
333623,i,2,i2,737.4,ProportionPolygala comosa,ProportionZDensityColeopteraTOTAL,0.5,x
376063,i,3,i3,711.5,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.5,x
376064,i,3,i3,711.5,ProportionPrimula veris,ProportionZDensityColeopteraTOTAL,0.5,x
376107,i,3,i3,711.5,ProportionVeronica sp#,ProportionZDensityColeopteraTOTAL,0.5,x
418402,i,4,i4,702.4,ProportionArabis/Arabidopsis,ProportionZDensityColeopteraTOTAL,0.5,x
418456,i,4,i4,702.4,ProportionHieracium pilosella,ProportionZDensityColeopteraTOTAL,0.5,x
418511,i,4,i4,702.4,ProportionSanguisorba minor,ProportionZDensityColeopteraTOTAL,0.5,x
418519,i,4,i4,702.4,ProportionSisymbrium officinale,ProportionZDensityColeopteraTOTAL,0.5,x
418543,i,4,i4,702.4,ProportionVeronica sp#,ProportionZDensityColeopteraTOTAL,0.5,x
460902,i,5,i5,684.5,ProportionLotus maritimus,ProportionZDensityColeopteraTOTAL,0.5,x
460906,i,5,i5,684.5,ProportionMedicago minima,ProportionZDensityColeopteraTOTAL,0.5,x
503269,i,6,i6,702.2,ProportionAnacamptis pyramidalis,ProportionZDensityColeopteraTOTAL,0.5,x
503336,i,6,i6,702.2,ProportionLigustrum vulgare,ProportionZDensityColeopteraTOTAL,0.5,x
503421,i,6,i6,702.2,ProportionViola sp#,ProportionZDensityColeopteraTOTAL,0.5,x
545758,i,7,i7,648.5,ProportionGeranium sp#,ProportionZDensityColeopteraTOTAL,0.5,x
545801,i,7,i7,648.5,ProportionPlatanthera chlorantha,ProportionZDensityColeopteraTOTAL,0.5,x
545856,i,7,i7,648.5,ProportionVincetoxicum hirundinaria,ProportionZDensityColeopteraTOTAL,0.5,x
630574,n,2,n2,1405.5,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
630621,n,2,n2,1405.5,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
630623,n,2,n2,1405.5,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.5,x
630637,n,2,n2,1405.5,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
630643,n,2,n2,1405.5,ProportionLeucanthemum vulgare,ProportionZDensityColeopteraTOTAL,0.5,x
630654,n,2,n2,1405.5,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,0.5,x
630655,n,2,n2,1405.5,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,0.5,x
673010,n,3,n3,1407.7,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
673026,n,3,n3,1407.7,ProportionBistorta vivipara,ProportionZDensityColeopteraTOTAL,0.5,x
673059,n,3,n3,1407.7,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.5,x
673090,n,3,n3,1407.7,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,0.5,x
673110,n,3,n3,1407.7,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,0.5,x
673124,n,3,n3,1407.7,ProportionRumex sp#,ProportionZDensityColeopteraTOTAL,0.5,x
673152,n,3,n3,1407.7,ProportionTrolleis europaeus,ProportionZDensityColeopteraTOTAL,0.5,x
673153,n,3,n3,1407.7,ProportionUrtica dioica,ProportionZDensityColeopteraTOTAL,0.5,x
715446,n,4,n4,1420,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
715506,n,4,n4,1420,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,0.5,x
715526,n,4,n4,1420,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,0.5,x
715539,n,4,n4,1420,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,0.5,x
715546,n,4,n4,1420,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,0.5,x
842754,o,4,o4,1576.2,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
842760,o,4,o4,1576.2,ProportionAnthyllis vulneraria,ProportionZDensityColeopteraTOTAL,0.5,x
842764,o,4,o4,1576.2,ProportionArnica montana,ProportionZDensityColeopteraTOTAL,0.5,x
842767,o,4,o4,1576.2,ProportionAster bellidiastrum,ProportionZDensityColeopteraTOTAL,0.5,x
842782,o,4,o4,1576.2,ProportionCephalanthera longifolia,ProportionZDensityColeopteraTOTAL,0.5,x
842817,o,4,o4,1576.2,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
842840,o,4,o4,1576.2,ProportionOphrus insectifera,ProportionZDensityColeopteraTOTAL,0.5,x
842841,o,4,o4,1576.2,ProportionOrchis mascula,ProportionZDensityColeopteraTOTAL,0.5,x
842847,o,4,o4,1576.2,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,0.5,x
842871,o,4,o4,1576.2,ProportionSanguisorba minor,ProportionZDensityColeopteraTOTAL,0.5,x
842890,o,4,o4,1576.2,ProportionTragopodon pratensis,ProportionZDensityColeopteraTOTAL,0.5,x
927626,u,2,u2,1749.2,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
927661,u,2,u2,1749.2,ProportionCoeglossum viride,ProportionZDensityColeopteraTOTAL,0.5,x
927673,u,2,u2,1749.2,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
927677,u,2,u2,1749.2,ProportionGalium verum,ProportionZDensityColeopteraTOTAL,0.5,x
927686,u,2,u2,1749.2,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,0.5,x
927689,u,2,u2,1749.2,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
927728,u,2,u2,1749.2,ProportionPolygala vulgaris,ProportionZDensityColeopteraTOTAL,0.5,x
927731,u,2,u2,1749.2,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.5,x
927757,u,2,u2,1749.2,ProportionTaraxacum sp#,ProportionZDensityColeopteraTOTAL,0.5,x
588137,n,1,n1,1390.3,ProportionAjuga pyramidalis,ProportionZDensityColeopteraTOTAL,0.5,x
588138,n,1,n1,1390.3,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,0.5,x
588166,n,1,n1,1390.3,ProportionCephalanthera longifolia,ProportionZDensityColeopteraTOTAL,0.5,x
588185,n,1,n1,1390.3,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,0.5,x
588187,n,1,n1,1390.3,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,0.5,x
588188,n,1,n1,1390.3,ProportionGalium sp#,ProportionZDensityColeopteraTOTAL,0.5,x
588201,n,1,n1,1390.3,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,0.5,x
588211,n,1,n1,1390.3,ProportionMaianthemum bifolium,ProportionZDensityColeopteraTOTAL,0.5,x
588219,n,1,n1,1390.3,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,0.5,x
588243,n,1,n1,1390.3,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.5,x
588285,n,1,n1,1390.3,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,0.5,x
673115,n,3,n3,1407.7,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,0.500268817,x
927632,u,2,u2,1749.2,ProportionAnthyllis vulneraria,ProportionZDensityColeopteraTOTAL,0.500621891,x
78911,a,2,a2,984.9,ProportionAnthericum ramosum,ProportionZDensityColeopteraTOTAL,0.501270355,x
291103,i,1,i1,766.3,ProportionBuphthalmum salicifolium,ProportionZDensityColeopteraTOTAL,0.501436017,x
79001,a,2,a2,984.9,ProportionPlantago lanceolata,ProportionZDensityColeopteraTOTAL,0.50167173,x
842805,o,4,o4,1576.2,ProportionGalium verum,ProportionZDensityColeopteraTOTAL,0.50186732,x
